,,cases
Calhoun County,week 29,148
Calhoun County,week 30,25
Calhoun County,week 31,40
Calhoun County,week 32,25
Calhoun County,week 33,15
Calhoun County,week 34,16
Calhoun County,week 35,0
Charlotte County,week 1,0
Charlotte County,week 2,0
Charlotte County,week 3,0
Charlotte County,week 4,0
Charlotte County,week 5,0
Charlotte County,week 6,0
Charlotte County,week 7,1
Charlotte County,week 8,0
Charlotte County,week 9,2
Charlotte County,week 10,21
Charlotte County,week 11,43
Charlotte County,week 12,56
Charlotte County,week 13,20
Charlotte County,week 14,76
Charlotte County,week 15,50
Charlotte County,week 16,78
Charlotte County,week 17,45
Charlotte County,week 18,38
Charlotte County,week 19,33
Charlotte County,week 20,38
Charlotte County,week 21,42
Charlotte County,week 22,62
Charlotte County,week 23,170
Charlotte County,week 24,169
Charlotte County,week 25,268
Charlotte County,week 26,288
Charlotte County,week 27,284
Charlotte County,week 28,292
Charlotte County,week 29,205
Charlotte County,week 30,113
Charlotte County,week 31,175
Charlotte County,week 32,144
Charlotte County,week 33,108
Charlotte County,week 34,60
Charlotte County,week 35,14
Citrus County,week 1,0
Citrus County,week 2,0
Citrus County,week 3,0
Citrus County,week 4,0
Citrus County,week 5,0
Citrus County,week 6,0
Citrus County,week 7,0
Citrus County,week 8,2
Citrus County,week 9,7
Citrus County,week 10,10
Citrus County,week 11,32
Citrus County,week 12,23
Citrus County,week 13,18
Citrus County,week 14,5
Citrus County,week 15,3
Citrus County,week 16,7
Citrus County,week 17,7
Citrus County,week 18,5
Citrus County,week 19,3
Citrus County,week 20,6
Citrus County,week 21,24
Citrus County,week 22,52
Citrus County,week 23,87
Citrus County,week 24,128
Citrus County,week 25,199
Citrus County,week 26,256
Citrus County,week 27,249
Citrus County,week 28,199
Citrus County,week 29,272
Citrus County,week 30,229
Citrus County,week 31,157
Citrus County,week 32,144
Citrus County,week 33,215
Citrus County,week 34,154
Citrus County,week 35,15
Clay County,week 1,0
Clay County,week 2,0
Clay County,week 3,0
Clay County,week 4,0
Clay County,week 5,0
Clay County,week 6,0
Clay County,week 7,1
Clay County,week 8,3
Clay County,week 9,6
Clay County,week 10,31
Clay County,week 11,47
Clay County,week 12,80
Clay County,week 13,88
Clay County,week 14,16
Clay County,week 15,15
Clay County,week 16,16
Clay County,week 17,18
Clay County,week 18,44
Clay County,week 19,22
Clay County,week 20,24
Clay County,week 21,32
Clay County,week 22,68
Clay County,week 23,202
Clay County,week 24,361
Clay County,week 25,528
Clay County,week 26,595
Clay County,week 27,418
Clay County,week 28,369
Clay County,week 29,343
Clay County,week 30,185
Clay County,week 31,222
Clay County,week 32,393
Clay County,week 33,155
Clay County,week 34,325
Clay County,week 35,22
Collier County,week 1,0
Collier County,week 2,0
Collier County,week 3,0
Collier County,week 4,0
Collier County,week 5,0
Collier County,week 6,0
Collier County,week 7,3
Collier County,week 8,4
Collier County,week 9,34
Collier County,week 10,105
Collier County,week 11,125
Collier County,week 12,109
Collier County,week 13,97
Collier County,week 14,91
Collier County,week 15,88
Collier County,week 16,187
Collier County,week 17,187
Collier County,week 18,275
Collier County,week 19,300
Collier County,week 20,523
Collier County,week 21,601
Collier County,week 22,646
Collier County,week 23,850
Collier County,week 24,976
Collier County,week 25,1530
Collier County,week 26,1345
Collier County,week 27,993
Collier County,week 28,828
Collier County,week 29,590
Collier County,week 30,490
Collier County,week 31,374
Collier County,week 32,445
Collier County,week 33,253
Collier County,week 34,205
Collier County,week 35,18
Columbia County,week 1,0
Columbia County,week 2,0
Columbia County,week 3,0
Columbia County,week 4,0
Columbia County,week 5,0
Columbia County,week 6,0
Columbia County,week 7,0
Columbia County,week 8,0
Columbia County,week 9,3
Columbia County,week 10,0
Columbia County,week 11,13
Columbia County,week 12,12
Columbia County,week 13,15
Columbia County,week 14,12
Columbia County,week 15,41
Columbia County,week 16,9
Columbia County,week 17,8
Columbia County,week 18,19
Columbia County,week 19,15
Columbia County,week 20,27
Columbia County,week 21,13
Columbia County,week 22,46
Columbia County,week 23,54
Columbia County,week 24,90
Columbia County,week 25,247
Columbia County,week 26,832
Columbia County,week 27,829
Columbia County,week 28,352
Columbia County,week 29,280
Columbia County,week 30,154
Columbia County,week 31,178
Columbia County,week 32,130
Columbia County,week 33,76
Columbia County,week 34,104
Columbia County,week 35,18
DeSoto County,week 1,0
DeSoto County,week 2,0
DeSoto County,week 3,0
DeSoto County,week 4,0
DeSoto County,week 5,0
DeSoto County,week 6,0
DeSoto County,week 7,0
DeSoto County,week 8,0
DeSoto County,week 9,1
DeSoto County,week 10,6
DeSoto County,week 11,9
DeSoto County,week 12,6
DeSoto County,week 13,2
DeSoto County,week 14,2
DeSoto County,week 15,14
DeSoto County,week 16,12
DeSoto County,week 17,17
DeSoto County,week 18,52
DeSoto County,week 19,76
DeSoto County,week 20,99
DeSoto County,week 21,106
DeSoto County,week 22,85
DeSoto County,week 23,117
DeSoto County,week 24,156
DeSoto County,week 25,191
DeSoto County,week 26,148
DeSoto County,week 27,128
DeSoto County,week 28,81
DeSoto County,week 29,69
DeSoto County,week 30,47
DeSoto County,week 31,30
DeSoto County,week 32,39
DeSoto County,week 33,33
DeSoto County,week 34,13
DeSoto County,week 35,1
Dixie County,week 1,0
Dixie County,week 2,0
Dixie County,week 3,0
Dixie County,week 4,0
Dixie County,week 5,0
Dixie County,week 6,0
Dixie County,week 7,0
Dixie County,week 8,0
Dixie County,week 9,0
Dixie County,week 10,0
Dixie County,week 11,1
Dixie County,week 12,1
Dixie County,week 13,2
Dixie County,week 14,2
Dixie County,week 15,4
Dixie County,week 16,4
Dixie County,week 17,12
Dixie County,week 18,18
Dixie County,week 19,10
Dixie County,week 20,6
Dixie County,week 21,0
Dixie County,week 22,2
Dixie County,week 23,6
Dixie County,week 24,16
Dixie County,week 25,41
Dixie County,week 26,74
Dixie County,week 27,39
Dixie County,week 28,46
Dixie County,week 29,278
Dixie County,week 30,47
Dixie County,week 31,68
Dixie County,week 32,58
Dixie County,week 33,38
Dixie County,week 34,26
Dixie County,week 35,5
Duval County,week 1,0
Duval County,week 2,0
Duval County,week 3,0
Duval County,week 4,0
Duval County,week 5,0
Duval County,week 6,0
Duval County,week 7,1
Duval County,week 8,9
Duval County,week 9,40
Duval County,week 10,157
Duval County,week 11,314
Duval County,week 12,197
Duval County,week 13,191
Duval County,week 14,92
Duval County,week 15,76
Duval County,week 16,109
Duval County,week 17,132
Duval County,week 18,166
Duval County,week 19,176
Duval County,week 20,164
Duval County,week 21,288
Duval County,week 22,1090
Duval County,week 23,3005
Duval County,week 24,3628
Duval County,week 25,3889
Duval County,week 26,3820
Duval County,week 27,2594
Duval County,week 28,1896
Duval County,week 29,1707
Duval County,week 30,1095
Duval County,week 31,896
Duval County,week 32,951
Duval County,week 33,1119
Duval County,week 34,830
Duval County,week 35,124
Escambia County,week 1,0
Escambia County,week 2,0
Escambia County,week 3,0
Escambia County,week 4,0
Escambia County,week 5,0
Escambia County,week 6,0
Escambia County,week 7,0
Escambia County,week 8,1
Escambia County,week 9,9
Escambia County,week 10,84
Escambia County,week 11,74
Escambia County,week 12,79
Escambia County,week 13,93
Escambia County,week 14,145
Escambia County,week 15,113
Escambia County,week 16,61
Escambia County,week 17,60
Escambia County,week 18,50
Escambia County,week 19,75
Escambia County,week 20,63
Escambia County,week 21,113
Escambia County,week 22,224
Escambia County,week 23,708
Escambia County,week 24,1107
Escambia County,week 25,1424
Escambia County,week 26,1591
Escambia County,week 27,1176
Escambia County,week 28,1012
Escambia County,week 29,1545
Escambia County,week 30,598
Escambia County,week 31,466
Escambia County,week 32,385
Escambia County,week 33,319
Escambia County,week 34,369
Escambia County,week 35,29
Flagler County,week 1,0
Flagler County,week 2,0
Flagler County,week 3,0
Flagler County,week 4,0
Flagler County,week 5,0
Flagler County,week 6,0
Flagler County,week 7,0
Flagler County,week 8,0
Flagler County,week 9,4
Flagler County,week 10,14
Flagler County,week 11,17
Flagler County,week 12,10
Flagler County,week 13,33
Flagler County,week 14,53
Flagler County,week 15,10
Flagler County,week 16,6
Flagler County,week 17,20
Flagler County,week 18,10
Flagler County,week 19,13
Flagler County,week 20,5
Flagler County,week 21,13
Flagler County,week 22,36
Flagler County,week 23,66
Flagler County,week 24,100
Flagler County,week 25,119
Flagler County,week 26,154
Flagler County,week 27,155
Flagler County,week 28,123
Flagler County,week 29,134
Flagler County,week 30,75
Flagler County,week 31,96
Flagler County,week 32,57
Flagler County,week 33,141
Flagler County,week 34,125
Flagler County,week 35,8
Franklin County,week 1,0
Franklin County,week 2,0
Franklin County,week 3,0
Franklin County,week 4,0
Franklin County,week 5,0
Franklin County,week 6,0
Franklin County,week 7,0
Franklin County,week 8,0
Franklin County,week 9,0
Franklin County,week 10,0
Franklin County,week 11,2
Franklin County,week 12,0
Franklin County,week 13,0
Franklin County,week 14,0
Franklin County,week 15,0
Franklin County,week 16,0
Franklin County,week 17,0
Franklin County,week 18,0
Franklin County,week 19,0
Franklin County,week 20,0
Franklin County,week 21,0
Franklin County,week 22,2
Franklin County,week 23,2
Franklin County,week 24,9
Franklin County,week 25,30
Franklin County,week 26,35
Franklin County,week 27,15
Franklin County,week 28,94
Franklin County,week 29,244
Franklin County,week 30,46
Franklin County,week 31,41
Franklin County,week 32,29
Franklin County,week 33,20
Franklin County,week 34,13
Franklin County,week 35,2
Gadsden County,week 1,0
Gadsden County,week 2,0
Gadsden County,week 3,0
Gadsden County,week 4,0
Gadsden County,week 5,0
Gadsden County,week 6,0
Gadsden County,week 7,0
Gadsden County,week 8,0
Gadsden County,week 9,1
Gadsden County,week 10,0
Gadsden County,week 11,5
Gadsden County,week 12,32
Gadsden County,week 13,19
Gadsden County,week 14,37
Gadsden County,week 15,21
Gadsden County,week 16,22
Gadsden County,week 17,105
Gadsden County,week 18,24
Gadsden County,week 19,12
Gadsden County,week 20,18
Gadsden County,week 21,13
Gadsden County,week 22,20
Gadsden County,week 23,50
Gadsden County,week 24,95
Gadsden County,week 25,150
Gadsden County,week 26,288
Gadsden County,week 27,312
Gadsden County,week 28,376
Gadsden County,week 29,328
Gadsden County,week 30,132
Gadsden County,week 31,151
Gadsden County,week 32,150
Gadsden County,week 33,179
Gadsden County,week 34,86
Gadsden County,week 35,6
Gilchrist County,week 1,0
Gilchrist County,week 2,0
Gilchrist County,week 3,0
Gilchrist County,week 4,0
Gilchrist County,week 5,0
Gilchrist County,week 6,0
Gilchrist County,week 7,0
Gilchrist County,week 8,0
Gilchrist County,week 9,0
Gilchrist County,week 10,0
Gilchrist County,week 11,1
Gilchrist County,week 12,3
Gilchrist County,week 13,0
Gilchrist County,week 14,0
Gilchrist County,week 15,2
Gilchrist County,week 16,0
Gilchrist County,week 17,2
Gilchrist County,week 18,4
Gilchrist County,week 19,3
Gilchrist County,week 20,4
Gilchrist County,week 21,54
Gilchrist County,week 22,13
Gilchrist County,week 23,11
Gilchrist County,week 24,25
Gilchrist County,week 25,34
Gilchrist County,week 26,110
Gilchrist County,week 27,39
Gilchrist County,week 28,25
Gilchrist County,week 29,39
Gilchrist County,week 30,47
Gilchrist County,week 31,26
Gilchrist County,week 32,26
Gilchrist County,week 33,13
Gilchrist County,week 34,9
Gilchrist County,week 35,1
Glades County,week 1,0
Glades County,week 2,0
Glades County,week 3,0
Glades County,week 4,0
Glades County,week 5,0
Glades County,week 6,0
Glades County,week 7,0
Glades County,week 8,0
Glades County,week 9,0
Glades County,week 10,3
Glades County,week 11,1
Glades County,week 12,1
Glades County,week 13,0
Glades County,week 14,0
Glades County,week 15,1
Glades County,week 16,2
Glades County,week 17,5
Glades County,week 18,11
Glades County,week 19,37
Glades County,week 20,25
Glades County,week 21,32
Glades County,week 22,24
Glades County,week 23,22
Glades County,week 24,24
Glades County,week 25,21
Glades County,week 26,78
Glades County,week 27,102
Glades County,week 28,3
Glades County,week 29,14
Glades County,week 30,17
Glades County,week 31,25
Glades County,week 32,10
Glades County,week 33,6
Glades County,week 34,12
Glades County,week 35,6
Gulf County,week 1,0
Gulf County,week 2,0
Gulf County,week 3,0
Gulf County,week 4,0
Gulf County,week 5,0
Gulf County,week 6,0
Gulf County,week 7,0
Gulf County,week 8,0
Gulf County,week 9,0
Gulf County,week 10,0
Gulf County,week 11,1
Gulf County,week 12,0
Gulf County,week 13,0
Gulf County,week 14,0
Gulf County,week 15,0
Gulf County,week 16,0
Gulf County,week 17,0
Gulf County,week 18,0
Gulf County,week 19,1
Gulf County,week 20,5
Gulf County,week 21,4
Gulf County,week 22,2
Gulf County,week 23,10
Gulf County,week 24,34
Gulf County,week 25,44
Gulf County,week 26,91
Gulf County,week 27,73
Gulf County,week 28,150
Gulf County,week 29,270
Gulf County,week 30,75
Gulf County,week 31,41
Gulf County,week 32,26
Gulf County,week 33,19
Gulf County,week 34,16
Gulf County,week 35,1
Hamilton County,week 1,0
Hamilton County,week 2,0
Hamilton County,week 3,0
Hamilton County,week 4,0
Hamilton County,week 5,0
Hamilton County,week 6,0
Hamilton County,week 7,0
Hamilton County,week 8,0
Hamilton County,week 9,0
Hamilton County,week 10,0
Hamilton County,week 11,1
Hamilton County,week 12,1
Hamilton County,week 13,2
Hamilton County,week 14,2
Hamilton County,week 15,1
Hamilton County,week 16,12
Hamilton County,week 17,128
Hamilton County,week 18,59
Hamilton County,week 19,33
Hamilton County,week 20,24
Hamilton County,week 21,14
Hamilton County,week 22,27
Hamilton County,week 23,30
Hamilton County,week 24,58
Hamilton County,week 25,47
Hamilton County,week 26,80
Hamilton County,week 27,46
Hamilton County,week 28,27
Hamilton County,week 29,31
Hamilton County,week 30,17
Hamilton County,week 31,37
Hamilton County,week 32,26
Hamilton County,week 33,25
Hamilton County,week 34,57
Hamilton County,week 35,9
Hardee County,week 1,0
Hardee County,week 2,0
Hardee County,week 3,0
Hardee County,week 4,0
Hardee County,week 5,0
Hardee County,week 6,0
Hardee County,week 7,0
Hardee County,week 8,0
Hardee County,week 9,0
Hardee County,week 10,0
Hardee County,week 11,2
Hardee County,week 12,1
Hardee County,week 13,1
Hardee County,week 14,10
Hardee County,week 15,20
Hardee County,week 16,2
Hardee County,week 17,8
Hardee County,week 18,43
Hardee County,week 19,18
Hardee County,week 20,48
Hardee County,week 21,60
Hardee County,week 22,105
Hardee County,week 23,112
Hardee County,week 24,87
Hardee County,week 25,96
Hardee County,week 26,104
Hardee County,week 27,88
Hardee County,week 28,52
Hardee County,week 29,129
Hardee County,week 30,33
Hardee County,week 31,47
Hardee County,week 32,38
Hardee County,week 33,73
Hardee County,week 34,65
Hardee County,week 35,10
Hendry County,week 1,0
Hendry County,week 2,0
Hendry County,week 3,0
Hendry County,week 4,0
Hendry County,week 5,0
Hendry County,week 6,0
Hendry County,week 7,0
Hendry County,week 8,0
Hendry County,week 9,0
Hendry County,week 10,4
Hendry County,week 11,5
Hendry County,week 12,14
Hendry County,week 13,23
Hendry County,week 14,26
Hendry County,week 15,43
Hendry County,week 16,44
Hendry County,week 17,65
Hendry County,week 18,113
Hendry County,week 19,109
Hendry County,week 20,126
Hendry County,week 21,87
Hendry County,week 22,121
Hendry County,week 23,173
Hendry County,week 24,158
Hendry County,week 25,156
Hendry County,week 26,142
Hendry County,week 27,180
Hendry County,week 28,102
Hendry County,week 29,114
Hendry County,week 30,81
Hendry County,week 31,59
Hendry County,week 32,34
Hendry County,week 33,24
Hendry County,week 34,23
Hendry County,week 35,2
Hernando County,week 1,0
Hernando County,week 2,0
Hernando County,week 3,0
Hernando County,week 4,0
Hernando County,week 5,0
Hernando County,week 6,0
Hernando County,week 7,0
Hernando County,week 8,0
Hernando County,week 9,5
Hernando County,week 10,19
Hernando County,week 11,27
Hernando County,week 12,20
Hernando County,week 13,12
Hernando County,week 14,6
Hernando County,week 15,7
Hernando County,week 16,5
Hernando County,week 17,6
Hernando County,week 18,5
Hernando County,week 19,6
Hernando County,week 20,9
Hernando County,week 21,19
Hernando County,week 22,60
Hernando County,week 23,167
Hernando County,week 24,219
Hernando County,week 25,354
Hernando County,week 26,283
Hernando County,week 27,292
Hernando County,week 28,281
Hernando County,week 29,267
Hernando County,week 30,215
Hernando County,week 31,192
Hernando County,week 32,209
Hernando County,week 33,100
Hernando County,week 34,116
Hernando County,week 35,24
Highlands County,week 1,0
Highlands County,week 2,0
Highlands County,week 3,0
Highlands County,week 4,0
Highlands County,week 5,0
Highlands County,week 6,0
Highlands County,week 7,0
Highlands County,week 8,0
Highlands County,week 9,4
Highlands County,week 10,13
Highlands County,week 11,20
Highlands County,week 12,25
Highlands County,week 13,9
Highlands County,week 14,10
Highlands County,week 15,6
Highlands County,week 16,12
Highlands County,week 17,8
Highlands County,week 18,7
Highlands County,week 19,18
Highlands County,week 20,18
Highlands County,week 21,42
Highlands County,week 22,66
Highlands County,week 23,92
Highlands County,week 24,85
Highlands County,week 25,155
Highlands County,week 26,219
Highlands County,week 27,294
Highlands County,week 28,193
Highlands County,week 29,178
Highlands County,week 30,165
Highlands County,week 31,108
Highlands County,week 32,91
Highlands County,week 33,97
Highlands County,week 34,83
Highlands County,week 35,6
Hillsborough County,week 1,0
Hillsborough County,week 2,0
Hillsborough County,week 3,0
Hillsborough County,week 4,0
Hillsborough County,week 5,0
Hillsborough County,week 6,1
Hillsborough County,week 7,0
Hillsborough County,week 8,8
Hillsborough County,week 9,82
Hillsborough County,week 10,214
Hillsborough County,week 11,303
Hillsborough County,week 12,211
Hillsborough County,week 13,160
Hillsborough County,week 14,101
Hillsborough County,week 15,244
Hillsborough County,week 16,149
Hillsborough County,week 17,197
Hillsborough County,week 18,299
Hillsborough County,week 19,316
Hillsborough County,week 20,638
Hillsborough County,week 21,1106
Hillsborough County,week 22,2147
Hillsborough County,week 23,4576
Hillsborough County,week 24,4610
Hillsborough County,week 25,5146
Hillsborough County,week 26,4042
Hillsborough County,week 27,3273
Hillsborough County,week 28,2975
Hillsborough County,week 29,2198
Hillsborough County,week 30,1609
Hillsborough County,week 31,1348
Hillsborough County,week 32,1505
Hillsborough County,week 33,1194
Hillsborough County,week 34,1099
Hillsborough County,week 35,137
Holmes County,week 1,0
Holmes County,week 2,0
Holmes County,week 3,0
Holmes County,week 4,0
Holmes County,week 5,0
Holmes County,week 6,0
Holmes County,week 7,0
Holmes County,week 8,0
Holmes County,week 9,0
Holmes County,week 10,1
Holmes County,week 11,1
Holmes County,week 12,2
Holmes County,week 13,4
Holmes County,week 14,1
Holmes County,week 15,1
Holmes County,week 16,0
Holmes County,week 17,0
Holmes County,week 18,8
Holmes County,week 19,5
Holmes County,week 20,7
Holmes County,week 21,1
Holmes County,week 22,90
Holmes County,week 23,56
Holmes County,week 24,24
Holmes County,week 25,33
Holmes County,week 26,89
Holmes County,week 27,76
Holmes County,week 28,58
Holmes County,week 29,52
Holmes County,week 30,47
Holmes County,week 31,44
Holmes County,week 32,40
Holmes County,week 33,50
Holmes County,week 34,21
Holmes County,week 35,0
Indian River County,week 1,0
Indian River County,week 2,0
Indian River County,week 3,0
Indian River County,week 4,0
Indian River County,week 5,0
Indian River County,week 6,0
Indian River County,week 7,0
Indian River County,week 8,0
Indian River County,week 9,11
Indian River County,week 10,22
Indian River County,week 11,29
Indian River County,week 12,15
Indian River County,week 13,8
Indian River County,week 14,5
Indian River County,week 15,9
Indian River County,week 16,3
Indian River County,week 17,6
Indian River County,week 18,11
Indian River County,week 19,19
Indian River County,week 20,29
Indian River County,week 21,67
Indian River County,week 22,188
Indian River County,week 23,275
Indian River County,week 24,272
Indian River County,week 25,368
Indian River County,week 26,348
Indian River County,week 27,388
Indian River County,week 28,296
Indian River County,week 29,186
Indian River County,week 30,113
Indian River County,week 31,98
Indian River County,week 32,92
Indian River County,week 33,63
Indian River County,week 34,79
Indian River County,week 35,11
Jackson County,week 1,0
Jackson County,week 2,0
Jackson County,week 3,0
Jackson County,week 4,0
Jackson County,week 5,0
Jackson County,week 6,0
Jackson County,week 7,0
Jackson County,week 8,0
Jackson County,week 9,1
Jackson County,week 10,1
Jackson County,week 11,2
Jackson County,week 12,2
Jackson County,week 13,5
Jackson County,week 14,2
Jackson County,week 15,2
Jackson County,week 16,90
Jackson County,week 17,43
Jackson County,week 18,91
Jackson County,week 19,27
Jackson County,week 20,44
Jackson County,week 21,16
Jackson County,week 22,15
Jackson County,week 23,22
Jackson County,week 24,52
Jackson County,week 25,237
Jackson County,week 26,224
Jackson County,week 27,421
Jackson County,week 28,346
Jackson County,week 29,293
Jackson County,week 30,175
Jackson County,week 31,171
Jackson County,week 32,103
Jackson County,week 33,121
Jackson County,week 34,126
Jackson County,week 35,12
Jefferson County,week 1,0
Jefferson County,week 2,0
Jefferson County,week 3,0
Jefferson County,week 4,0
Jefferson County,week 5,0
Jefferson County,week 6,0
Jefferson County,week 7,0
Jefferson County,week 8,0
Jefferson County,week 9,0
Jefferson County,week 10,0
Jefferson County,week 11,4
Jefferson County,week 12,9
Jefferson County,week 13,13
Jefferson County,week 14,2
Jefferson County,week 15,0
Jefferson County,week 16,0
Jefferson County,week 17,0
Jefferson County,week 18,1
Jefferson County,week 19,0
Jefferson County,week 20,2
Jefferson County,week 21,2
Jefferson County,week 22,5
Jefferson County,week 23,11
Jefferson County,week 24,18
Jefferson County,week 25,26
Jefferson County,week 26,25
Jefferson County,week 27,66
Jefferson County,week 28,233
Jefferson County,week 29,45
Jefferson County,week 30,11
Jefferson County,week 31,19
Jefferson County,week 32,10
Jefferson County,week 33,15
Jefferson County,week 34,17
Jefferson County,week 35,2
Lafayette County,week 1,0
Lafayette County,week 2,0
Lafayette County,week 3,0
Lafayette County,week 4,0
Lafayette County,week 5,0
Lafayette County,week 6,0
Lafayette County,week 7,0
Lafayette County,week 8,0
Lafayette County,week 9,0
Lafayette County,week 10,0
Lafayette County,week 11,0
Lafayette County,week 12,1
Lafayette County,week 13,0
Lafayette County,week 14,0
Lafayette County,week 15,2
Lafayette County,week 16,2
Lafayette County,week 17,1
Lafayette County,week 18,2
Lafayette County,week 19,0
Lafayette County,week 20,4
Lafayette County,week 21,3
Lafayette County,week 22,5
Lafayette County,week 23,12
Lafayette County,week 24,10
Lafayette County,week 25,19
Lafayette County,week 26,13
Lafayette County,week 27,18
Lafayette County,week 28,21
Lafayette County,week 29,76
Lafayette County,week 30,841
