,,deaths
Colusa County,week 35,6
Contra Costa County,week 1,0
Contra Costa County,week 2,0
Contra Costa County,week 3,0
Contra Costa County,week 4,0
Contra Costa County,week 5,0
Contra Costa County,week 6,0
Contra Costa County,week 7,0
Contra Costa County,week 8,0
Contra Costa County,week 9,5
Contra Costa County,week 10,16
Contra Costa County,week 11,36
Contra Costa County,week 12,69
Contra Costa County,week 13,129
Contra Costa County,week 14,168
Contra Costa County,week 15,193
Contra Costa County,week 16,213
Contra Costa County,week 17,231
Contra Costa County,week 18,251
Contra Costa County,week 19,259
Contra Costa County,week 20,274
Contra Costa County,week 21,312
Contra Costa County,week 22,403
Contra Costa County,week 23,511
Contra Costa County,week 24,567
Contra Costa County,week 25,623
Contra Costa County,week 26,678
Contra Costa County,week 27,727
Contra Costa County,week 28,848
Contra Costa County,week 29,963
Contra Costa County,week 30,1079
Contra Costa County,week 31,1160
Contra Costa County,week 32,1220
Contra Costa County,week 33,1298
Contra Costa County,week 34,1333
Contra Costa County,week 35,197
Del Norte County,week 1,0
Del Norte County,week 2,0
Del Norte County,week 3,0
Del Norte County,week 4,0
Del Norte County,week 5,0
Del Norte County,week 6,0
Del Norte County,week 7,0
Del Norte County,week 8,0
Del Norte County,week 9,0
Del Norte County,week 10,0
Del Norte County,week 11,0
Del Norte County,week 12,0
Del Norte County,week 13,0
Del Norte County,week 14,0
Del Norte County,week 15,0
Del Norte County,week 16,0
Del Norte County,week 17,0
Del Norte County,week 18,0
Del Norte County,week 19,0
Del Norte County,week 20,0
Del Norte County,week 21,0
Del Norte County,week 22,0
Del Norte County,week 23,0
Del Norte County,week 24,0
Del Norte County,week 25,0
Del Norte County,week 26,0
Del Norte County,week 27,0
Del Norte County,week 28,0
Del Norte County,week 29,1
Del Norte County,week 30,7
Del Norte County,week 31,7
Del Norte County,week 32,7
Del Norte County,week 33,7
Del Norte County,week 34,7
Del Norte County,week 35,1
El Dorado County,week 1,0
El Dorado County,week 2,0
El Dorado County,week 3,0
El Dorado County,week 4,0
El Dorado County,week 5,0
El Dorado County,week 6,0
El Dorado County,week 7,0
El Dorado County,week 8,0
El Dorado County,week 9,0
El Dorado County,week 10,0
El Dorado County,week 11,0
El Dorado County,week 12,0
El Dorado County,week 13,0
El Dorado County,week 14,0
El Dorado County,week 15,0
El Dorado County,week 16,0
El Dorado County,week 17,0
El Dorado County,week 18,0
El Dorado County,week 19,0
El Dorado County,week 20,0
El Dorado County,week 21,0
El Dorado County,week 22,0
El Dorado County,week 23,0
El Dorado County,week 24,0
El Dorado County,week 25,0
El Dorado County,week 26,2
El Dorado County,week 27,7
El Dorado County,week 28,7
El Dorado County,week 29,9
El Dorado County,week 30,14
El Dorado County,week 31,14
El Dorado County,week 32,14
El Dorado County,week 33,14
El Dorado County,week 34,17
El Dorado County,week 35,4
Fresno County,week 1,0
Fresno County,week 2,0
Fresno County,week 3,0
Fresno County,week 4,0
Fresno County,week 5,0
Fresno County,week 6,0
Fresno County,week 7,0
Fresno County,week 8,0
Fresno County,week 9,0
Fresno County,week 10,0
Fresno County,week 11,8
Fresno County,week 12,31
Fresno County,week 13,49
Fresno County,week 14,49
Fresno County,week 15,56
Fresno County,week 16,64
Fresno County,week 17,108
Fresno County,week 18,156
Fresno County,week 19,239
Fresno County,week 20,297
Fresno County,week 21,368
Fresno County,week 22,458
Fresno County,week 23,503
Fresno County,week 24,542
Fresno County,week 25,610
Fresno County,week 26,686
Fresno County,week 27,776
Fresno County,week 28,949
Fresno County,week 29,1189
Fresno County,week 30,1399
Fresno County,week 31,1553
Fresno County,week 32,1796
Fresno County,week 33,2140
Fresno County,week 34,2348
Fresno County,week 35,348
Glenn County,week 1,0
Glenn County,week 2,0
Glenn County,week 3,0
Glenn County,week 4,0
Glenn County,week 5,0
Glenn County,week 6,0
Glenn County,week 7,0
Glenn County,week 8,0
Glenn County,week 9,0
Glenn County,week 10,0
Glenn County,week 11,0
Glenn County,week 12,0
Glenn County,week 13,0
Glenn County,week 14,0
Glenn County,week 15,0
Glenn County,week 16,0
Glenn County,week 17,0
Glenn County,week 18,0
Glenn County,week 19,0
Glenn County,week 20,0
Glenn County,week 21,0
Glenn County,week 22,0
Glenn County,week 23,0
Glenn County,week 24,122
Glenn County,week 25,0
Glenn County,week 26,7
Glenn County,week 27,7
Glenn County,week 28,8
Glenn County,week 29,16
Glenn County,week 30,21
Glenn County,week 31,21
Glenn County,week 32,21
Glenn County,week 33,21
Glenn County,week 34,21
Glenn County,week 35,3
Humboldt County,week 1,0
Humboldt County,week 2,0
Humboldt County,week 3,0
Humboldt County,week 4,0
Humboldt County,week 5,0
Humboldt County,week 6,0
Humboldt County,week 7,0
Humboldt County,week 8,0
Humboldt County,week 9,0
Humboldt County,week 10,0
Humboldt County,week 11,0
Humboldt County,week 12,0
Humboldt County,week 13,0
Humboldt County,week 14,0
Humboldt County,week 15,0
Humboldt County,week 16,0
Humboldt County,week 17,3
Humboldt County,week 18,14
Humboldt County,week 19,21
Humboldt County,week 20,28
Humboldt County,week 21,28
Humboldt County,week 22,28
Humboldt County,week 23,28
Humboldt County,week 24,28
Humboldt County,week 25,28
Humboldt County,week 26,28
Humboldt County,week 27,28
Humboldt County,week 28,28
Humboldt County,week 29,28
Humboldt County,week 30,28
Humboldt County,week 31,28
Humboldt County,week 32,28
Humboldt County,week 33,28
Humboldt County,week 34,35
Humboldt County,week 35,6
Imperial County,week 1,0
Imperial County,week 2,0
Imperial County,week 3,0
Imperial County,week 4,0
Imperial County,week 5,0
Imperial County,week 6,0
Imperial County,week 7,0
Imperial County,week 8,0
Imperial County,week 9,0
Imperial County,week 10,0
Imperial County,week 11,11
Imperial County,week 12,21
Imperial County,week 13,23
Imperial County,week 14,54
Imperial County,week 15,62
Imperial County,week 16,82
Imperial County,week 17,107
Imperial County,week 18,154
Imperial County,week 19,188
Imperial County,week 20,234
Imperial County,week 21,312
Imperial County,week 22,438
Imperial County,week 23,552
Imperial County,week 24,768
Imperial County,week 25,931
Imperial County,week 26,1100
Imperial County,week 27,1239
Imperial County,week 28,1492
Imperial County,week 29,1686
Imperial County,week 30,1802
Imperial County,week 31,1888
Imperial County,week 32,2029
Imperial County,week 33,2072
Imperial County,week 34,2145
Imperial County,week 35,309
Inyo County,week 1,0
Inyo County,week 2,0
Inyo County,week 3,0
Inyo County,week 4,0
Inyo County,week 5,0
Inyo County,week 6,0
Inyo County,week 7,0
Inyo County,week 8,0
Inyo County,week 9,0
Inyo County,week 10,0
Inyo County,week 11,0
Inyo County,week 12,0
Inyo County,week 13,0
Inyo County,week 14,4
Inyo County,week 15,7
Inyo County,week 16,7
Inyo County,week 17,7
Inyo County,week 18,7
Inyo County,week 19,7
Inyo County,week 20,7
Inyo County,week 21,7
Inyo County,week 22,7
Inyo County,week 23,7
Inyo County,week 24,7
Inyo County,week 25,7
Inyo County,week 26,7
Inyo County,week 27,7
Inyo County,week 28,7
Inyo County,week 29,9
Inyo County,week 30,31
Inyo County,week 31,75
Inyo County,week 32,91
Inyo County,week 33,91
Inyo County,week 34,97
Inyo County,week 35,14
Kern County,week 1,0
Kern County,week 2,0
Kern County,week 3,0
Kern County,week 4,0
Kern County,week 5,0
Kern County,week 6,0
Kern County,week 7,0
Kern County,week 8,0
Kern County,week 9,0
Kern County,week 10,5
Kern County,week 11,12
Kern County,week 12,20
Kern County,week 13,21
Kern County,week 14,30
Kern County,week 15,56
Kern County,week 16,99
Kern County,week 17,162
Kern County,week 18,193
Kern County,week 19,263
Kern County,week 20,314
Kern County,week 21,368
Kern County,week 22,413
Kern County,week 23,462
Kern County,week 24,561
Kern County,week 25,662
Kern County,week 26,728
Kern County,week 27,857
Kern County,week 28,997
Kern County,week 29,1160
Kern County,week 30,1402
Kern County,week 31,1666
Kern County,week 32,1930
Kern County,week 33,2066
Kern County,week 34,2249
Kern County,week 35,340
Kings County,week 1,0
Kings County,week 2,0
Kings County,week 3,0
Kings County,week 4,0
Kings County,week 5,0
Kings County,week 6,0
Kings County,week 7,0
Kings County,week 8,0
Kings County,week 9,0
Kings County,week 10,0
Kings County,week 11,0
Kings County,week 12,2
Kings County,week 13,7
Kings County,week 14,7
Kings County,week 15,7
Kings County,week 16,7
Kings County,week 17,12
Kings County,week 18,15
Kings County,week 19,28
Kings County,week 20,42
Kings County,week 21,46
Kings County,week 22,98
Kings County,week 23,162
Kings County,week 24,230
Kings County,week 25,272
Kings County,week 26,289
Kings County,week 27,326
Kings County,week 28,385
Kings County,week 29,392
Kings County,week 30,455
Kings County,week 31,477
Kings County,week 32,504
Kings County,week 33,530
Kings County,week 34,537
Kings County,week 35,77
Lake County,week 1,0
Lake County,week 2,0
Lake County,week 3,0
Lake County,week 4,0
Lake County,week 5,0
Lake County,week 6,0
Lake County,week 7,0
Lake County,week 8,0
Lake County,week 9,0
Lake County,week 10,0
Lake County,week 11,0
Lake County,week 12,0
Lake County,week 13,0
Lake County,week 14,0
Lake County,week 15,0
Lake County,week 16,0
Lake County,week 17,0
Lake County,week 18,0
Lake County,week 19,0
Lake County,week 20,0
Lake County,week 21,0
Lake County,week 22,0
Lake County,week 23,0
Lake County,week 24,5
Lake County,week 25,7
Lake County,week 26,7
Lake County,week 27,7
Lake County,week 28,7
Lake County,week 29,14
Lake County,week 30,14
Lake County,week 31,21
Lake County,week 32,26
Lake County,week 33,35
Lake County,week 34,47
Lake County,week 35,7
Lassen County,week 1,0
Lassen County,week 2,0
Lassen County,week 3,0
Lassen County,week 4,0
Lassen County,week 5,0
Lassen County,week 6,0
Lassen County,week 7,0
Lassen County,week 8,0
Lassen County,week 9,0
Lassen County,week 10,0
Lassen County,week 11,0
Lassen County,week 12,0
Lassen County,week 13,0
Lassen County,week 14,0
Lassen County,week 15,0
Lassen County,week 16,0
Lassen County,week 17,0
Lassen County,week 18,0
Lassen County,week 19,0
Lassen County,week 20,0
Lassen County,week 21,0
Lassen County,week 22,0
Lassen County,week 23,0
Lassen County,week 24,0
Lassen County,week 25,1
Lassen County,week 26,0
Lassen County,week 27,0
Lassen County,week 28,0
Lassen County,week 29,0
Lassen County,week 30,0
Lassen County,week 31,0
Lassen County,week 32,0
Lassen County,week 33,0
Lassen County,week 34,0
Lassen County,week 35,0
Los Angeles County,week 1,0
Los Angeles County,week 2,0
Los Angeles County,week 3,0
Los Angeles County,week 4,0
Los Angeles County,week 5,0
Los Angeles County,week 6,0
Los Angeles County,week 7,0
Los Angeles County,week 8,7
Los Angeles County,week 9,32
Los Angeles County,week 10,227
Los Angeles County,week 11,797
Los Angeles County,week 12,1903
Los Angeles County,week 13,3808
Los Angeles County,week 14,6124
Los Angeles County,week 15,8346
Los Angeles County,week 16,10477
Los Angeles County,week 17,12489
Los Angeles County,week 18,14488
Los Angeles County,week 19,16231
Los Angeles County,week 20,18212
Los Angeles County,week 21,20095
Los Angeles County,week 22,21619
Los Angeles County,week 23,23003
Los Angeles County,week 24,24331
Los Angeles County,week 25,26387
Los Angeles County,week 26,28349
Los Angeles County,week 27,30287
Los Angeles County,week 28,32509
Los Angeles County,week 29,34609
Los Angeles County,week 30,36601
Los Angeles County,week 31,38574
Los Angeles County,week 32,40237
Los Angeles County,week 33,41858
Los Angeles County,week 34,43260
Los Angeles County,week 35,6303
Madera County,week 1,0
Madera County,week 2,0
Madera County,week 3,0
Madera County,week 4,0
Madera County,week 5,0
Madera County,week 6,0
Madera County,week 7,0
Madera County,week 8,0
Madera County,week 9,0
Madera County,week 10,6
Madera County,week 11,12
Madera County,week 12,14
Madera County,week 13,14
Madera County,week 14,14
Madera County,week 15,14
Madera County,week 16,14
Madera County,week 17,14
Madera County,week 18,14
Madera County,week 19,15
Madera County,week 20,21
Madera County,week 21,22
Madera County,week 22,30
Madera County,week 23,35
Madera County,week 24,37
Madera County,week 25,57
Madera County,week 26,80
Madera County,week 27,135
Madera County,week 28,210
Madera County,week 29,263
Madera County,week 30,325
Madera County,week 31,344
Madera County,week 32,377
Madera County,week 33,402
Madera County,week 34,406
Madera County,week 35,58
Marin County,week 1,0
Marin County,week 2,0
Marin County,week 3,0
Marin County,week 4,0
Marin County,week 5,0
Marin County,week 6,0
Marin County,week 7,0
Marin County,week 8,0
Marin County,week 9,0
Marin County,week 10,12
Marin County,week 11,50
Marin County,week 12,70
Marin County,week 13,70
Marin County,week 14,81
Marin County,week 15,92
Marin County,week 16,98
Marin County,week 17,98
Marin County,week 18,98
Marin County,week 19,101
Marin County,week 20,119
Marin County,week 21,120
Marin County,week 22,126
Marin County,week 23,126
Marin County,week 24,134
Marin County,week 25,212
Marin County,week 26,297
Marin County,week 27,381
Marin County,week 28,489
Marin County,week 29,551
Marin County,week 30,575
Marin County,week 31,610
Marin County,week 32,665
Marin County,week 33,672
Marin County,week 34,707
Marin County,week 35,106
Mariposa County,week 1,0
Mariposa County,week 2,0
Mariposa County,week 3,0
Mariposa County,week 4,0
Mariposa County,week 5,0
Mariposa County,week 6,0
Mariposa County,week 7,0
Mariposa County,week 8,0
Mariposa County,week 9,0
Mariposa County,week 10,0
Mariposa County,week 11,0
Mariposa County,week 12,0
Mariposa County,week 13,0
Mariposa County,week 14,0
Mariposa County,week 15,0
Mariposa County,week 16,0
Mariposa County,week 17,5
Mariposa County,week 18,7
Mariposa County,week 19,7
Mariposa County,week 20,7
Mariposa County,week 21,7
Mariposa County,week 22,7
Mariposa County,week 23,7
Mariposa County,week 24,7
Mariposa County,week 25,7
Mariposa County,week 26,7
Mariposa County,week 27,10
Mariposa County,week 28,14
Mariposa County,week 29,14
Mariposa County,week 30,14
Mariposa County,week 31,14
Mariposa County,week 32,14
Mariposa County,week 33,14
Mariposa County,week 34,14
Mariposa County,week 35,2
Mendocino County,week 1,0
Mendocino County,week 2,0
Mendocino County,week 3,0
Mendocino County,week 4,0
Mendocino County,week 5,0
Mendocino County,week 6,0
Mendocino County,week 7,0
Mendocino County,week 8,0
Mendocino County,week 9,0
Mendocino County,week 10,0
Mendocino County,week 11,0
Mendocino County,week 12,0
Mendocino County,week 13,0
Mendocino County,week 14,0
Mendocino County,week 15,0
Mendocino County,week 16,0
Mendocino County,week 17,0
Mendocino County,week 18,0
Mendocino County,week 19,0
Mendocino County,week 20,0
Mendocino County,week 21,0
Mendocino County,week 22,0
Mendocino County,week 23,0
Mendocino County,week 24,0
Mendocino County,week 25,0
Mendocino County,week 26,14
Mendocino County,week 27,36
Mendocino County,week 28,60
Mendocino County,week 29,70
Mendocino County,week 30,72
Mendocino County,week 31,107
Mendocino County,week 32,118
Mendocino County,week 33,119
Mendocino County,week 34,121
Mendocino County,week 35,18
Merced County,week 1,0
Merced County,week 2,0
Merced County,week 3,0
Merced County,week 4,0
Merced County,week 5,0
Merced County,week 6,0
Merced County,week 7,0
Merced County,week 8,0
Merced County,week 9,0
Merced County,week 10,0
Merced County,week 11,3
Merced County,week 12,21
Merced County,week 13,21
Merced County,week 14,21
Merced County,week 15,21
Merced County,week 16,22
Merced County,week 17,38
Merced County,week 18,43
Merced County,week 19,49
Merced County,week 20,49
Merced County,week 21,49
Merced County,week 22,58
Merced County,week 23,76
Merced County,week 24,77
Merced County,week 25,85
Merced County,week 26,119
Merced County,week 27,192
Merced County,week 28,325
Merced County,week 29,458
Merced County,week 30,618
Merced County,week 31,709
Merced County,week 32,806
Merced County,week 33,842
Merced County,week 34,892
Merced County,week 35,131
Modoc County,week 1,0
Modoc County,week 2,0
Modoc County,week 3,0
Modoc County,week 4,0
Modoc County,week 5,0
Modoc County,week 6,0
Modoc County,week 7,0
Modoc County,week 8,0
Modoc County,week 9,0
Modoc County,week 10,0
Modoc County,week 11,0
Modoc County,week 12,0
Modoc County,week 13,0
Modoc County,week 14,0
Modoc County,week 15,0
Modoc County,week 16,0
Modoc County,week 17,0
Modoc County,week 18,0
Modoc County,week 19,0
Modoc County,week 20,0
Modoc County,week 21,0
Modoc County,week 22,0
Modoc County,week 23,0
Modoc County,week 24,0
Modoc County,week 25,0
Modoc County,week 26,0
Modoc County,week 27,0
Modoc County,week 28,0
Modoc County,week 29,0
Modoc County,week 30,0
Modoc County,week 31,0
Modoc County,week 32,0
Modoc County,week 33,0
Modoc County,week 34,0
Modoc County,week 35,0
Mono County,week 1,0
Mono County,week 2,0
Mono County,week 3,0
Mono County,week 4,0
Mono County,week 5,0
Mono County,week 6,0
Mono County,week 7,0
Mono County,week 8,0
Mono County,week 9,0
Mono County,week 10,1
Mono County,week 11,7
Mono County,week 12,7
Mono County,week 13,7
Mono County,week 14,7
Mono County,week 15,7
Mono County,week 16,7
Mono County,week 17,7
Mono County,week 18,7
Mono County,week 19,7
Mono County,week 20,7
Mono County,week 21,7
Mono County,week 22,7
Mono County,week 23,7
Mono County,week 24,7
Mono County,week 25,7
Mono County,week 26,7
Mono County,week 27,7
Mono County,week 28,7
Mono County,week 29,7
Mono County,week 30,7
Mono County,week 31,14
Mono County,week 32,14
Mono County,week 33,14
Mono County,week 34,14
Mono County,week 35,2
Monterey County,week 1,0
Monterey County,week 2,0
Monterey County,week 3,0
Monterey County,week 4,0
Monterey County,week 5,0
Monterey County,week 6,0
Monterey County,week 7,0
Monterey County,week 8,0
Monterey County,week 9,0
Monterey County,week 10,7
Monterey County,week 11,14
Monterey County,week 12,21
Monterey County,week 13,24
Monterey County,week 14,29
Monterey County,week 15,39
Monterey County,week 16,42
Monterey County,week 17,52
Monterey County,week 18,56
Monterey County,week 19,58
Monterey County,week 20,71
Monterey County,week 21,80
Monterey County,week 22,84
Monterey County,week 23,89
Monterey County,week 24,107
Monterey County,week 25,124
Monterey County,week 26,130
Monterey County,week 27,156
Monterey County,week 28,192
Monterey County,week 29,246
Monterey County,week 30,294
Monterey County,week 31,351
Monterey County,week 32,387
Monterey County,week 33,406
Monterey County,week 34,445
Monterey County,week 35,65
Napa County,week 1,0
Napa County,week 2,0
Napa County,week 3,0
Napa County,week 4,0
Napa County,week 5,0
Napa County,week 6,0
Napa County,week 7,0
Napa County,week 8,0
Napa County,week 9,0
Napa County,week 10,0
Napa County,week 11,12
Napa County,week 12,14
Napa County,week 13,14
Napa County,week 14,14
Napa County,week 15,14
Napa County,week 16,16
Napa County,week 17,21
Napa County,week 18,21
Napa County,week 19,21
Napa County,week 20,21
Napa County,week 21,21
Napa County,week 22,28
Napa County,week 23,28
Napa County,week 24,28
Napa County,week 25,28
Napa County,week 26,37
Napa County,week 27,55
Napa County,week 28,58
Napa County,week 29,70
Napa County,week 30,79
Napa County,week 31,87
Napa County,week 32,91
Napa County,week 33,91
Napa County,week 34,91
Napa County,week 35,13
Nevada County,week 1,0
Nevada County,week 2,0
Nevada County,week 3,0
Nevada County,week 4,0
Nevada County,week 5,0
Nevada County,week 6,0
Nevada County,week 7,0
Nevada County,week 8,0
Nevada County,week 9,0
Nevada County,week 10,0
Nevada County,week 11,5
Nevada County,week 12,7
Nevada County,week 13,7
Nevada County,week 14,7
Nevada County,week 15,7
Nevada County,week 16,7
Nevada County,week 17,7
Nevada County,week 18,7
Nevada County,week 19,7
Nevada County,week 20,7
Nevada County,week 21,7
Nevada County,week 22,7
Nevada County,week 23,7
Nevada County,week 24,7
Nevada County,week 25,7
Nevada County,week 26,7
Nevada County,week 27,7
Nevada County,week 28,7
Nevada County,week 29,7
Nevada County,week 30,12
Nevada County,week 31,22
Nevada County,week 32,35
Nevada County,week 33,35
Nevada County,week 34,35
Nevada County,week 35,5
Orange County,week 1,0
Orange County,week 2,0
Orange County,week 3,0
Orange County,week 4,0
Orange County,week 5,0
Orange County,week 6,0
Orange County,week 7,0
Orange County,week 8,0
Orange County,week 9,1
Orange County,week 10,24
Orange County,week 11,93
Orange County,week 12,126
Orange County,week 13,202
Orange County,week 14,264
Orange County,week 15,361
Orange County,week 16,505
Orange County,week 17,594
Orange County,week 18,851
Orange County,week 19,1013
Orange County,week 20,1212
Orange County,week 21,1502
Orange County,week 22,1828
Orange County,week 23,2247
Orange County,week 24,2523
Orange County,week 25,2891
Orange County,week 26,3382
Orange County,week 27,3893
Orange County,week 28,4413
Orange County,week 29,4968
Orange County,week 30,5547
Orange County,week 31,6173
Orange County,week 32,6743
Orange County,week 33,7280
Orange County,week 34,7599
Orange County,week 35,1111
Placer County,week 1,0
Placer County,week 2,0
Placer County,week 3,0
Placer County,week 4,0
Placer County,week 5,0
Placer County,week 6,0
Placer County,week 7,7
Placer County,week 8,7
Placer County,week 9,7
Placer County,week 10,10
Placer County,week 11,17
Placer County,week 12,30
Placer County,week 13,55
Placer County,week 14,56
Placer County,week 15,56
Placer County,week 16,56
Placer County,week 17,56
Placer County,week 18,61
Placer County,week 19,63
Placer County,week 20,63
Placer County,week 21,63
Placer County,week 22,64
Placer County,week 23,75
Placer County,week 24,77
Placer County,week 25,77
Placer County,week 26,78
Placer County,week 27,96
Placer County,week 28,111
Placer County,week 29,146
Placer County,week 30,192
Placer County,week 31,215
Placer County,week 32,226
Placer County,week 33,246
Placer County,week 34,268
Placer County,week 35,39
Plumas County,week 1,0
Plumas County,week 2,0
Plumas County,week 3,0
Plumas County,week 4,0
Plumas County,week 5,0
Plumas County,week 6,0
Plumas County,week 7,0
Plumas County,week 8,0
Plumas County,week 9,0
Plumas County,week 10,0
Plumas County,week 11,0
Plumas County,week 12,0
Plumas County,week 13,0
Plumas County,week 14,0
Plumas County,week 15,0
Plumas County,week 16,0
Plumas County,week 17,0
Plumas County,week 18,0
Plumas County,week 19,0
Plumas County,week 20,0
Plumas County,week 21,0
