,,deaths
Campbell County,week 23,7
Campbell County,week 24,7
Campbell County,week 25,7
Campbell County,week 26,7
Campbell County,week 27,7
Campbell County,week 28,7
Campbell County,week 29,7
Campbell County,week 30,9
Campbell County,week 31,14
Campbell County,week 32,15
Campbell County,week 33,21
Campbell County,week 34,21
Campbell County,week 35,3
Cannon County,week 1,0
Cannon County,week 2,0
Cannon County,week 3,0
Cannon County,week 4,0
Cannon County,week 5,0
Cannon County,week 6,0
Cannon County,week 7,0
Cannon County,week 8,0
Cannon County,week 9,0
Cannon County,week 10,0
Cannon County,week 11,0
Cannon County,week 12,0
Cannon County,week 13,0
Cannon County,week 14,0
Cannon County,week 15,0
Cannon County,week 16,0
Cannon County,week 17,0
Cannon County,week 18,0
Cannon County,week 19,0
Cannon County,week 20,0
Cannon County,week 21,0
Cannon County,week 22,0
Cannon County,week 23,0
Cannon County,week 24,0
Cannon County,week 25,0
Cannon County,week 26,0
Cannon County,week 27,0
Cannon County,week 28,0
Cannon County,week 29,0
Cannon County,week 30,0
Cannon County,week 31,0
Cannon County,week 32,0
Cannon County,week 33,0
Cannon County,week 34,0
Cannon County,week 35,0
Carroll County,week 1,0
Carroll County,week 2,0
Carroll County,week 3,0
Carroll County,week 4,0
Carroll County,week 5,0
Carroll County,week 6,0
Carroll County,week 7,0
Carroll County,week 8,0
Carroll County,week 9,0
Carroll County,week 10,0
Carroll County,week 11,0
Carroll County,week 12,0
Carroll County,week 13,2
Carroll County,week 14,7
Carroll County,week 15,7
Carroll County,week 16,7
Carroll County,week 17,7
Carroll County,week 18,7
Carroll County,week 19,7
Carroll County,week 20,7
Carroll County,week 21,7
Carroll County,week 22,7
Carroll County,week 23,7
Carroll County,week 24,7
Carroll County,week 25,7
Carroll County,week 26,11
Carroll County,week 27,14
Carroll County,week 28,20
Carroll County,week 29,21
Carroll County,week 30,41
Carroll County,week 31,43
Carroll County,week 32,54
Carroll County,week 33,67
Carroll County,week 34,97
Carroll County,week 35,16
Carter County,week 1,0
Carter County,week 2,0
Carter County,week 3,0
Carter County,week 4,0
Carter County,week 5,0
Carter County,week 6,0
Carter County,week 7,0
Carter County,week 8,0
Carter County,week 9,0
Carter County,week 10,0
Carter County,week 11,0
Carter County,week 12,1
Carter County,week 13,7
Carter County,week 14,7
Carter County,week 15,7
Carter County,week 16,7
Carter County,week 17,7
Carter County,week 18,7
Carter County,week 19,7
Carter County,week 20,7
Carter County,week 21,7
Carter County,week 22,7
Carter County,week 23,7
Carter County,week 24,7
Carter County,week 25,10
Carter County,week 26,14
Carter County,week 27,21
Carter County,week 28,33
Carter County,week 29,40
Carter County,week 30,45
Carter County,week 31,90
Carter County,week 32,125
Carter County,week 33,158
Carter County,week 34,177
Carter County,week 35,26
Cheatham County,week 1,0
Cheatham County,week 2,0
Cheatham County,week 3,0
Cheatham County,week 4,0
Cheatham County,week 5,0
Cheatham County,week 6,0
Cheatham County,week 7,0
Cheatham County,week 8,0
Cheatham County,week 9,0
Cheatham County,week 10,0
Cheatham County,week 11,0
Cheatham County,week 12,0
Cheatham County,week 13,0
Cheatham County,week 14,0
Cheatham County,week 15,0
Cheatham County,week 16,0
Cheatham County,week 17,0
Cheatham County,week 18,0
Cheatham County,week 19,0
Cheatham County,week 20,0
Cheatham County,week 21,0
Cheatham County,week 22,0
Cheatham County,week 23,2
Cheatham County,week 24,7
Cheatham County,week 25,19
Cheatham County,week 26,27
Cheatham County,week 27,28
Cheatham County,week 28,34
Cheatham County,week 29,49
Cheatham County,week 30,63
Cheatham County,week 31,67
Cheatham County,week 32,70
Cheatham County,week 33,70
Cheatham County,week 34,70
Cheatham County,week 35,10
Chester County,week 1,0
Chester County,week 2,0
Chester County,week 3,0
Chester County,week 4,0
Chester County,week 5,0
Chester County,week 6,0
Chester County,week 7,0
Chester County,week 8,0
Chester County,week 9,0
Chester County,week 10,0
Chester County,week 11,0
Chester County,week 12,0
Chester County,week 13,0
Chester County,week 14,0
Chester County,week 15,0
Chester County,week 16,0
Chester County,week 17,0
Chester County,week 18,0
Chester County,week 19,0
Chester County,week 20,0
Chester County,week 21,0
Chester County,week 22,0
Chester County,week 23,0
Chester County,week 24,0
Chester County,week 25,0
Chester County,week 26,0
Chester County,week 27,0
Chester County,week 28,8
Chester County,week 29,14
Chester County,week 30,14
Chester County,week 31,25
Chester County,week 32,32
Chester County,week 33,40
Chester County,week 34,55
Chester County,week 35,8
Claiborne County,week 1,0
Claiborne County,week 2,0
Claiborne County,week 3,0
Claiborne County,week 4,0
Claiborne County,week 5,0
Claiborne County,week 6,0
Claiborne County,week 7,0
Claiborne County,week 8,0
Claiborne County,week 9,0
Claiborne County,week 10,0
Claiborne County,week 11,0
Claiborne County,week 12,0
Claiborne County,week 13,0
Claiborne County,week 14,0
Claiborne County,week 15,0
Claiborne County,week 16,0
Claiborne County,week 17,0
Claiborne County,week 18,0
Claiborne County,week 19,0
Claiborne County,week 20,0
Claiborne County,week 21,0
Claiborne County,week 22,0
Claiborne County,week 23,0
Claiborne County,week 24,0
Claiborne County,week 25,0
Claiborne County,week 26,0
Claiborne County,week 27,0
Claiborne County,week 28,0
Claiborne County,week 29,0
Claiborne County,week 30,3
Claiborne County,week 31,14
Claiborne County,week 32,21
Claiborne County,week 33,21
Claiborne County,week 34,26
Claiborne County,week 35,4
Clay County,week 1,0
Clay County,week 2,0
Clay County,week 3,0
Clay County,week 4,0
Clay County,week 5,0
Clay County,week 6,0
Clay County,week 7,0
Clay County,week 8,0
Clay County,week 9,0
Clay County,week 10,0
Clay County,week 11,0
Clay County,week 12,0
Clay County,week 13,0
Clay County,week 14,0
Clay County,week 15,0
Clay County,week 16,0
Clay County,week 17,0
Clay County,week 18,0
Clay County,week 19,0
Clay County,week 20,0
Clay County,week 21,0
Clay County,week 22,0
Clay County,week 23,0
Clay County,week 24,0
Clay County,week 25,0
Clay County,week 26,0
Clay County,week 27,0
Clay County,week 28,0
Clay County,week 29,0
Clay County,week 30,0
Clay County,week 31,0
Clay County,week 32,2
Clay County,week 33,14
Clay County,week 34,25
Clay County,week 35,5
Cocke County,week 1,0
Cocke County,week 2,0
Cocke County,week 3,0
Cocke County,week 4,0
Cocke County,week 5,0
Cocke County,week 6,0
Cocke County,week 7,0
Cocke County,week 8,0
Cocke County,week 9,0
Cocke County,week 10,0
Cocke County,week 11,0
Cocke County,week 12,0
Cocke County,week 13,0
Cocke County,week 14,0
Cocke County,week 15,0
Cocke County,week 16,0
Cocke County,week 17,0
Cocke County,week 18,0
Cocke County,week 19,0
Cocke County,week 20,0
Cocke County,week 21,0
Cocke County,week 22,0
Cocke County,week 23,0
Cocke County,week 24,0
Cocke County,week 25,0
Cocke County,week 26,6
Cocke County,week 27,7
Cocke County,week 28,7
Cocke County,week 29,17
Cocke County,week 30,35
Cocke County,week 31,42
Cocke County,week 32,49
Cocke County,week 33,49
Cocke County,week 34,58
Cocke County,week 35,9
Coffee County,week 1,0
Coffee County,week 2,0
Coffee County,week 3,0
Coffee County,week 4,0
Coffee County,week 5,0
Coffee County,week 6,0
Coffee County,week 7,0
Coffee County,week 8,0
Coffee County,week 9,0
Coffee County,week 10,0
Coffee County,week 11,0
Coffee County,week 12,0
Coffee County,week 13,0
Coffee County,week 14,0
Coffee County,week 15,0
Coffee County,week 16,0
Coffee County,week 17,0
Coffee County,week 18,0
Coffee County,week 19,0
Coffee County,week 20,0
Coffee County,week 21,0
Coffee County,week 22,0
Coffee County,week 23,0
Coffee County,week 24,0
Coffee County,week 25,0
Coffee County,week 26,0
Coffee County,week 27,0
Coffee County,week 28,10
Coffee County,week 29,20
Coffee County,week 30,25
Coffee County,week 31,37
Coffee County,week 32,42
Coffee County,week 33,46
Coffee County,week 34,62
Coffee County,week 35,11
Crockett County,week 1,0
Crockett County,week 2,0
Crockett County,week 3,0
Crockett County,week 4,0
Crockett County,week 5,0
Crockett County,week 6,0
Crockett County,week 7,0
Crockett County,week 8,0
Crockett County,week 9,0
Crockett County,week 10,0
Crockett County,week 11,0
Crockett County,week 12,0
Crockett County,week 13,0
Crockett County,week 14,0
Crockett County,week 15,0
Crockett County,week 16,0
Crockett County,week 17,7
Crockett County,week 18,7
Crockett County,week 19,13
Crockett County,week 20,19
Crockett County,week 21,21
Crockett County,week 22,21
Crockett County,week 23,21
Crockett County,week 24,21
Crockett County,week 25,21
Crockett County,week 26,21
Crockett County,week 27,21
Crockett County,week 28,22
Crockett County,week 29,31
Crockett County,week 30,45
Crockett County,week 31,80
Crockett County,week 32,97
Crockett County,week 33,98
Crockett County,week 34,126
Crockett County,week 35,19
Cumberland County,week 1,0
Cumberland County,week 2,0
Cumberland County,week 3,0
Cumberland County,week 4,0
Cumberland County,week 5,0
Cumberland County,week 6,0
Cumberland County,week 7,0
Cumberland County,week 8,0
Cumberland County,week 9,0
Cumberland County,week 10,0
Cumberland County,week 11,0
Cumberland County,week 12,0
Cumberland County,week 13,0
Cumberland County,week 14,0
Cumberland County,week 15,7
Cumberland County,week 16,7
Cumberland County,week 17,7
Cumberland County,week 18,7
Cumberland County,week 19,7
Cumberland County,week 20,13
Cumberland County,week 21,14
Cumberland County,week 22,21
Cumberland County,week 23,21
Cumberland County,week 24,27
Cumberland County,week 25,29
Cumberland County,week 26,40
Cumberland County,week 27,42
Cumberland County,week 28,42
Cumberland County,week 29,42
Cumberland County,week 30,48
Cumberland County,week 31,51
Cumberland County,week 32,56
Cumberland County,week 33,62
Cumberland County,week 34,77
Cumberland County,week 35,16
Davidson County,week 1,0
Davidson County,week 2,0
Davidson County,week 3,0
Davidson County,week 4,0
Davidson County,week 5,0
Davidson County,week 6,0
Davidson County,week 7,0
Davidson County,week 8,0
Davidson County,week 9,5
Davidson County,week 10,16
Davidson County,week 11,44
Davidson County,week 12,99
Davidson County,week 13,134
Davidson County,week 14,157
Davidson County,week 15,196
Davidson County,week 16,220
Davidson County,week 17,293
Davidson County,week 18,372
Davidson County,week 19,427
Davidson County,week 20,499
Davidson County,week 21,591
Davidson County,week 22,661
Davidson County,week 23,753
Davidson County,week 24,835
Davidson County,week 25,999
Davidson County,week 26,1151
Davidson County,week 27,1279
Davidson County,week 28,1391
Davidson County,week 29,1493
Davidson County,week 30,1568
Davidson County,week 31,1707
Davidson County,week 32,1786
Davidson County,week 33,1838
Davidson County,week 34,1937
Davidson County,week 35,284
Decatur County,week 1,0
Decatur County,week 2,0
Decatur County,week 3,0
Decatur County,week 4,0
Decatur County,week 5,0
Decatur County,week 6,0
Decatur County,week 7,0
Decatur County,week 8,0
Decatur County,week 9,0
Decatur County,week 10,0
Decatur County,week 11,0
Decatur County,week 12,0
Decatur County,week 13,0
Decatur County,week 14,0
Decatur County,week 15,0
Decatur County,week 16,0
Decatur County,week 17,0
Decatur County,week 18,0
Decatur County,week 19,0
Decatur County,week 20,0
Decatur County,week 21,0
Decatur County,week 22,0
Decatur County,week 23,0
Decatur County,week 24,0
Decatur County,week 25,0
Decatur County,week 26,0
Decatur County,week 27,0
Decatur County,week 28,8
Decatur County,week 29,20
Decatur County,week 30,21
Decatur County,week 31,26
Decatur County,week 32,28
Decatur County,week 33,28
Decatur County,week 34,36
Decatur County,week 35,6
DeKalb County,week 1,0
DeKalb County,week 2,0
DeKalb County,week 3,0
DeKalb County,week 4,0
DeKalb County,week 5,0
DeKalb County,week 6,0
DeKalb County,week 7,0
DeKalb County,week 8,0
DeKalb County,week 9,0
DeKalb County,week 10,0
DeKalb County,week 11,0
DeKalb County,week 12,0
DeKalb County,week 13,0
DeKalb County,week 14,0
DeKalb County,week 15,0
DeKalb County,week 16,0
DeKalb County,week 17,0
DeKalb County,week 18,0
DeKalb County,week 19,0
DeKalb County,week 20,0
DeKalb County,week 21,0
DeKalb County,week 22,0
DeKalb County,week 23,0
DeKalb County,week 24,0
DeKalb County,week 25,0
DeKalb County,week 26,3
DeKalb County,week 27,7
DeKalb County,week 28,7
DeKalb County,week 29,7
DeKalb County,week 30,12
DeKalb County,week 31,33
DeKalb County,week 32,36
DeKalb County,week 33,42
DeKalb County,week 34,60
DeKalb County,week 35,9
Dickson County,week 1,0
Dickson County,week 2,0
Dickson County,week 3,0
Dickson County,week 4,0
Dickson County,week 5,0
Dickson County,week 6,0
Dickson County,week 7,0
Dickson County,week 8,0
Dickson County,week 9,0
Dickson County,week 10,0
Dickson County,week 11,0
Dickson County,week 12,0
Dickson County,week 13,0
Dickson County,week 14,0
Dickson County,week 15,0
Dickson County,week 16,0
Dickson County,week 17,0
Dickson County,week 18,0
Dickson County,week 19,0
Dickson County,week 20,0
Dickson County,week 21,0
Dickson County,week 22,0
Dickson County,week 23,0
Dickson County,week 24,0
Dickson County,week 25,0
Dickson County,week 26,0
Dickson County,week 27,2
Dickson County,week 28,7
Dickson County,week 29,12
Dickson County,week 30,26
Dickson County,week 31,47
Dickson County,week 32,63
Dickson County,week 33,63
Dickson County,week 34,80
Dickson County,week 35,12
Dyer County,week 1,0
Dyer County,week 2,0
Dyer County,week 3,0
Dyer County,week 4,0
Dyer County,week 5,0
Dyer County,week 6,0
Dyer County,week 7,0
Dyer County,week 8,0
Dyer County,week 9,0
Dyer County,week 10,0
Dyer County,week 11,0
Dyer County,week 12,0
Dyer County,week 13,0
Dyer County,week 14,0
Dyer County,week 15,0
Dyer County,week 16,0
Dyer County,week 17,0
Dyer County,week 18,0
Dyer County,week 19,0
Dyer County,week 20,0
Dyer County,week 21,0
Dyer County,week 22,0
Dyer County,week 23,1
Dyer County,week 24,11
Dyer County,week 25,21
Dyer County,week 26,24
Dyer County,week 27,35
Dyer County,week 28,44
Dyer County,week 29,52
Dyer County,week 30,62
Dyer County,week 31,63
Dyer County,week 32,68
Dyer County,week 33,70
Dyer County,week 34,77
Dyer County,week 35,13
Fayette County,week 1,0
Fayette County,week 2,0
Fayette County,week 3,0
Fayette County,week 4,0
Fayette County,week 5,0
Fayette County,week 6,0
Fayette County,week 7,0
Fayette County,week 8,0
Fayette County,week 9,0
Fayette County,week 10,0
Fayette County,week 11,0
Fayette County,week 12,0
Fayette County,week 13,7
Fayette County,week 14,7
Fayette County,week 15,7
Fayette County,week 16,7
Fayette County,week 17,13
Fayette County,week 18,14
Fayette County,week 19,14
Fayette County,week 20,14
Fayette County,week 21,14
Fayette County,week 22,14
Fayette County,week 23,14
Fayette County,week 24,14
Fayette County,week 25,30
Fayette County,week 26,47
Fayette County,week 27,56
Fayette County,week 28,56
Fayette County,week 29,56
Fayette County,week 30,58
Fayette County,week 31,70
Fayette County,week 32,70
Fayette County,week 33,77
Fayette County,week 34,97
Fayette County,week 35,16
Fentress County,week 1,0
Fentress County,week 2,0
Fentress County,week 3,0
Fentress County,week 4,0
Fentress County,week 5,0
Fentress County,week 6,0
Fentress County,week 7,0
Fentress County,week 8,0
Fentress County,week 9,0
Fentress County,week 10,0
Fentress County,week 11,0
Fentress County,week 12,0
Fentress County,week 13,0
Fentress County,week 14,0
Fentress County,week 15,0
Fentress County,week 16,0
Fentress County,week 17,0
Fentress County,week 18,0
Fentress County,week 19,0
Fentress County,week 20,0
Fentress County,week 21,0
Fentress County,week 22,0
Fentress County,week 23,0
Fentress County,week 24,0
Fentress County,week 25,0
Fentress County,week 26,0
Fentress County,week 27,0
Fentress County,week 28,0
Fentress County,week 29,0
Fentress County,week 30,0
Fentress County,week 31,0
Fentress County,week 32,0
Fentress County,week 33,0
Fentress County,week 34,16
Fentress County,week 35,3
Franklin County,week 1,0
Franklin County,week 2,0
Franklin County,week 3,0
Franklin County,week 4,0
Franklin County,week 5,0
Franklin County,week 6,0
Franklin County,week 7,0
Franklin County,week 8,0
Franklin County,week 9,0
Franklin County,week 10,0
Franklin County,week 11,5
Franklin County,week 12,7
Franklin County,week 13,7
Franklin County,week 14,7
Franklin County,week 15,7
Franklin County,week 16,7
Franklin County,week 17,7
Franklin County,week 18,7
Franklin County,week 19,7
Franklin County,week 20,7
Franklin County,week 21,14
Franklin County,week 22,15
Franklin County,week 23,21
Franklin County,week 24,21
Franklin County,week 25,21
Franklin County,week 26,21
Franklin County,week 27,21
Franklin County,week 28,27
Franklin County,week 29,28
Franklin County,week 30,28
Franklin County,week 31,28
Franklin County,week 32,28
Franklin County,week 33,32
Franklin County,week 34,47
Franklin County,week 35,7
Gibson County,week 1,0
Gibson County,week 2,0
Gibson County,week 3,0
Gibson County,week 4,0
Gibson County,week 5,0
Gibson County,week 6,0
Gibson County,week 7,0
Gibson County,week 8,0
Gibson County,week 9,0
Gibson County,week 10,0
Gibson County,week 11,0
Gibson County,week 12,0
Gibson County,week 13,0
Gibson County,week 14,7
Gibson County,week 15,7
Gibson County,week 16,7
Gibson County,week 17,7
Gibson County,week 18,7
Gibson County,week 19,7
Gibson County,week 20,7
Gibson County,week 21,7
Gibson County,week 22,7
Gibson County,week 23,7
Gibson County,week 24,7
Gibson County,week 25,7
Gibson County,week 26,7
Gibson County,week 27,7
Gibson County,week 28,12
Gibson County,week 29,34
Gibson County,week 30,63
Gibson County,week 31,83
Gibson County,week 32,97
Gibson County,week 33,116
Gibson County,week 34,132
Gibson County,week 35,19
Giles County,week 1,0
Giles County,week 2,0
Giles County,week 3,0
Giles County,week 4,0
Giles County,week 5,0
Giles County,week 6,0
Giles County,week 7,0
Giles County,week 8,0
Giles County,week 9,0
Giles County,week 10,0
Giles County,week 11,0
Giles County,week 12,0
Giles County,week 13,0
Giles County,week 14,0
Giles County,week 15,0
Giles County,week 16,0
Giles County,week 17,0
Giles County,week 18,0
Giles County,week 19,0
Giles County,week 20,0
Giles County,week 21,0
Giles County,week 22,0
Giles County,week 23,2
Giles County,week 24,7
Giles County,week 25,7
Giles County,week 26,12
Giles County,week 27,33
Giles County,week 28,61
Giles County,week 29,90
Giles County,week 30,93
Giles County,week 31,98
Giles County,week 32,98
Giles County,week 33,105
Giles County,week 34,110
Giles County,week 35,17
Grainger County,week 1,0
Grainger County,week 2,0
Grainger County,week 3,0
Grainger County,week 4,0
Grainger County,week 5,0
Grainger County,week 6,0
Grainger County,week 7,0
Grainger County,week 8,0
Grainger County,week 9,0
Grainger County,week 10,0
Grainger County,week 11,0
Grainger County,week 12,0
Grainger County,week 13,0
Grainger County,week 14,0
Grainger County,week 15,0
Grainger County,week 16,0
Grainger County,week 17,0
Grainger County,week 18,0
Grainger County,week 19,0
Grainger County,week 20,0
Grainger County,week 21,0
Grainger County,week 22,0
Grainger County,week 23,0
Grainger County,week 24,0
Grainger County,week 25,0
Grainger County,week 26,0
Grainger County,week 27,0
Grainger County,week 28,0
Grainger County,week 29,0
Grainger County,week 30,5
Grainger County,week 31,7
Grainger County,week 32,7
Grainger County,week 33,7
Grainger County,week 34,7
Grainger County,week 35,1
Greene County,week 1,0
Greene County,week 2,0
Greene County,week 3,0
Greene County,week 4,0
Greene County,week 5,0
Greene County,week 6,0
Greene County,week 7,0
Greene County,week 8,0
Greene County,week 9,0
Greene County,week 10,0
Greene County,week 11,7
Greene County,week 12,8
Greene County,week 13,14
Greene County,week 14,14
Greene County,week 15,14
Greene County,week 16,14
Greene County,week 17,14
Greene County,week 18,14
Greene County,week 19,14
Greene County,week 20,14
Greene County,week 21,14
Greene County,week 22,14
Greene County,week 23,14
Greene County,week 24,14
Greene County,week 25,14
Greene County,week 26,19
Greene County,week 27,33
Greene County,week 28,35
Greene County,week 29,53
Greene County,week 30,63
Greene County,week 31,69
Greene County,week 32,102
Greene County,week 33,129
Greene County,week 34,191
Greene County,week 35,32
Grundy County,week 1,0
Grundy County,week 2,0
Grundy County,week 3,0
Grundy County,week 4,0
Grundy County,week 5,0
Grundy County,week 6,0
Grundy County,week 7,0
Grundy County,week 8,0
Grundy County,week 9,0
Grundy County,week 10,0
Grundy County,week 11,0
Grundy County,week 12,1
Grundy County,week 13,7
Grundy County,week 14,7
Grundy County,week 15,7
Grundy County,week 16,7
Grundy County,week 17,7
Grundy County,week 18,7
Grundy County,week 19,7
Grundy County,week 20,7
Grundy County,week 21,7
Grundy County,week 22,7
Grundy County,week 23,7
Grundy County,week 24,7
Grundy County,week 25,14
Grundy County,week 26,14
Grundy County,week 27,14
Grundy County,week 28,14
Grundy County,week 29,14
Grundy County,week 30,14
Grundy County,week 31,14
Grundy County,week 32,15
Grundy County,week 33,21
Grundy County,week 34,27
Grundy County,week 35,5
Hamblen County,week 1,0
Hamblen County,week 2,0
Hamblen County,week 3,0
Hamblen County,week 4,0
Hamblen County,week 5,0
Hamblen County,week 6,0
Hamblen County,week 7,0
Hamblen County,week 8,0
Hamblen County,week 9,0
Hamblen County,week 10,0
Hamblen County,week 11,0
Hamblen County,week 12,6
Hamblen County,week 13,7
Hamblen County,week 14,14
Hamblen County,week 15,14
Hamblen County,week 16,14
Hamblen County,week 17,14
Hamblen County,week 18,14
Hamblen County,week 19,14
Hamblen County,week 20,15
Hamblen County,week 21,21
Hamblen County,week 22,28
Hamblen County,week 23,28
Hamblen County,week 24,28
Hamblen County,week 25,28
Hamblen County,week 26,40
Hamblen County,week 27,57
Hamblen County,week 28,88
Hamblen County,week 29,98
Hamblen County,week 30,106
Hamblen County,week 31,123
Hamblen County,week 32,144
Hamblen County,week 33,147
Hamblen County,week 34,153
Hamblen County,week 35,23
Hamilton County,week 1,0
Hamilton County,week 2,0
Hamilton County,week 3,0
Hamilton County,week 4,0
Hamilton County,week 5,0
Hamilton County,week 6,0
Hamilton County,week 7,0
Hamilton County,week 8,0
Hamilton County,week 9,0
Hamilton County,week 10,9
Hamilton County,week 11,34
Hamilton County,week 12,70
Hamilton County,week 13,80
Hamilton County,week 14,91
Hamilton County,week 15,91
Hamilton County,week 16,91
Hamilton County,week 17,91
Hamilton County,week 18,96
Hamilton County,week 19,106
Hamilton County,week 20,130
Hamilton County,week 21,139
Hamilton County,week 22,171
Hamilton County,week 23,205
Hamilton County,week 24,234
Hamilton County,week 25,262
Hamilton County,week 26,278
Hamilton County,week 27,296
Hamilton County,week 28,325
Hamilton County,week 29,362
Hamilton County,week 30,407
Hamilton County,week 31,439
Hamilton County,week 32,508
Hamilton County,week 33,539
Hamilton County,week 34,573
Hamilton County,week 35,85
Hancock County,week 1,0
Hancock County,week 2,0
Hancock County,week 3,0
Hancock County,week 4,0
Hancock County,week 5,0
Hancock County,week 6,0
