,,cases
Blair County,week 5,0
Blair County,week 6,0
Blair County,week 7,0
Blair County,week 8,0
Blair County,week 9,0
Blair County,week 10,0
Blair County,week 11,0
Blair County,week 12,0
Blair County,week 13,0
Blair County,week 14,0
Blair County,week 15,0
Blair County,week 16,0
Blair County,week 17,2
Blair County,week 18,7
Blair County,week 19,7
Blair County,week 20,7
Blair County,week 21,7
Blair County,week 22,7
Blair County,week 23,7
Blair County,week 24,7
Blair County,week 25,7
Blair County,week 26,7
Blair County,week 27,13
Blair County,week 28,21
Blair County,week 29,32
Blair County,week 30,54
Blair County,week 31,57
Blair County,week 32,76
Blair County,week 33,85
Blair County,week 34,91
Blair County,week 35,103
Blair County,week 36,120
Blair County,week 37,130
Blair County,week 38,145
Blair County,week 39,163
Blair County,week 40,188
Blair County,week 41,219
Blair County,week 42,244
Blair County,week 43,40
Bradford County,week 1,0
Bradford County,week 2,0
Bradford County,week 3,0
Bradford County,week 4,0
Bradford County,week 5,0
Bradford County,week 6,0
Bradford County,week 7,0
Bradford County,week 8,0
Bradford County,week 9,0
Bradford County,week 10,0
Bradford County,week 11,0
Bradford County,week 12,0
Bradford County,week 13,4
Bradford County,week 14,14
Bradford County,week 15,14
Bradford County,week 16,14
Bradford County,week 17,16
Bradford County,week 18,21
Bradford County,week 19,21
Bradford County,week 20,21
Bradford County,week 21,21
Bradford County,week 22,21
Bradford County,week 23,21
Bradford County,week 24,21
Bradford County,week 25,21
Bradford County,week 26,21
Bradford County,week 27,21
Bradford County,week 28,21
Bradford County,week 29,21
Bradford County,week 30,21
Bradford County,week 31,21
Bradford County,week 32,21
Bradford County,week 33,21
Bradford County,week 34,21
Bradford County,week 35,21
Bradford County,week 36,22
Bradford County,week 37,35
Bradford County,week 38,42
Bradford County,week 39,48
Bradford County,week 40,77
Bradford County,week 41,104
Bradford County,week 42,130
Bradford County,week 43,22
Bucks County,week 1,0
Bucks County,week 2,0
Bucks County,week 3,0
Bucks County,week 4,0
Bucks County,week 5,0
Bucks County,week 6,0
Bucks County,week 7,0
Bucks County,week 8,0
Bucks County,week 9,0
Bucks County,week 10,7
Bucks County,week 11,82
Bucks County,week 12,204
Bucks County,week 13,531
Bucks County,week 14,949
Bucks County,week 15,1615
Bucks County,week 16,2345
Bucks County,week 17,2855
Bucks County,week 18,3170
Bucks County,week 19,3470
Bucks County,week 20,3685
Bucks County,week 21,3785
Bucks County,week 22,3857
Bucks County,week 23,3933
Bucks County,week 24,3969
Bucks County,week 25,4001
Bucks County,week 26,4009
Bucks County,week 27,4017
Bucks County,week 28,4048
Bucks County,week 29,4071
Bucks County,week 30,4080
Bucks County,week 31,4089
Bucks County,week 32,4099
Bucks County,week 33,4122
Bucks County,week 34,4156
Bucks County,week 35,4198
Bucks County,week 36,4249
Bucks County,week 37,4295
Bucks County,week 38,4339
Bucks County,week 39,4356
Bucks County,week 40,4372
Bucks County,week 41,4382
Bucks County,week 42,4399
Bucks County,week 43,635
Butler County,week 1,0
Butler County,week 2,0
Butler County,week 3,0
Butler County,week 4,0
Butler County,week 5,0
Butler County,week 6,0
Butler County,week 7,0
Butler County,week 8,0
Butler County,week 9,0
Butler County,week 10,10
Butler County,week 11,14
Butler County,week 12,23
Butler County,week 13,36
Butler County,week 14,42
Butler County,week 15,42
Butler County,week 16,42
Butler County,week 17,54
Butler County,week 18,84
Butler County,week 19,84
Butler County,week 20,84
Butler County,week 21,84
Butler County,week 22,91
Butler County,week 23,91
Butler County,week 24,91
Butler County,week 25,91
Butler County,week 26,92
Butler County,week 27,98
Butler County,week 28,105
Butler County,week 29,105
Butler County,week 30,117
Butler County,week 31,119
Butler County,week 32,126
Butler County,week 33,133
Butler County,week 34,147
Butler County,week 35,154
Butler County,week 36,169
Butler County,week 37,175
Butler County,week 38,175
Butler County,week 39,182
Butler County,week 40,190
Butler County,week 41,196
Butler County,week 42,223
Butler County,week 43,39
Cambria County,week 1,0
Cambria County,week 2,0
Cambria County,week 3,0
Cambria County,week 4,0
Cambria County,week 5,0
Cambria County,week 6,0
Cambria County,week 7,0
Cambria County,week 8,0
Cambria County,week 9,0
Cambria County,week 10,0
Cambria County,week 11,1
Cambria County,week 12,7
Cambria County,week 13,7
Cambria County,week 14,7
Cambria County,week 15,7
Cambria County,week 16,7
Cambria County,week 17,9
Cambria County,week 18,14
Cambria County,week 19,14
Cambria County,week 20,14
Cambria County,week 21,19
Cambria County,week 22,21
Cambria County,week 23,21
Cambria County,week 24,21
Cambria County,week 25,21
Cambria County,week 26,21
Cambria County,week 27,21
Cambria County,week 28,21
Cambria County,week 29,21
Cambria County,week 30,21
Cambria County,week 31,21
Cambria County,week 32,28
Cambria County,week 33,41
Cambria County,week 34,44
Cambria County,week 35,49
Cambria County,week 36,49
Cambria County,week 37,49
Cambria County,week 38,49
Cambria County,week 39,49
Cambria County,week 40,49
Cambria County,week 41,61
Cambria County,week 42,86
Cambria County,week 43,15
Cameron County,week 1,0
Cameron County,week 2,0
Cameron County,week 3,0
Cameron County,week 4,0
Cameron County,week 5,0
Cameron County,week 6,0
Cameron County,week 7,0
Cameron County,week 8,0
Cameron County,week 9,0
Cameron County,week 10,0
Cameron County,week 11,0
Cameron County,week 12,0
Cameron County,week 13,0
Cameron County,week 14,0
Cameron County,week 15,0
Cameron County,week 16,0
Cameron County,week 17,0
Cameron County,week 18,0
Cameron County,week 19,0
Cameron County,week 20,0
Cameron County,week 21,0
Cameron County,week 22,0
Cameron County,week 23,0
Cameron County,week 24,0
Cameron County,week 25,0
Cameron County,week 26,0
Cameron County,week 27,0
Cameron County,week 28,0
Cameron County,week 29,0
Cameron County,week 30,0
Cameron County,week 31,0
Cameron County,week 32,0
Cameron County,week 33,0
Cameron County,week 34,0
Cameron County,week 35,0
Cameron County,week 36,0
Cameron County,week 37,0
Cameron County,week 38,0
Cameron County,week 39,0
Cameron County,week 40,0
Cameron County,week 41,0
Cameron County,week 42,0
Cameron County,week 43,0
Carbon County,week 1,0
Carbon County,week 2,0
Carbon County,week 3,0
Carbon County,week 4,0
Carbon County,week 5,0
Carbon County,week 6,0
Carbon County,week 7,0
Carbon County,week 8,0
Carbon County,week 9,0
Carbon County,week 10,1
Carbon County,week 11,7
Carbon County,week 12,18
Carbon County,week 13,53
Carbon County,week 14,79
Carbon County,week 15,104
Carbon County,week 16,115
Carbon County,week 17,129
Carbon County,week 18,154
Carbon County,week 19,163
Carbon County,week 20,168
Carbon County,week 21,168
Carbon County,week 22,168
Carbon County,week 23,176
Carbon County,week 24,183
Carbon County,week 25,189
Carbon County,week 26,195
Carbon County,week 27,196
Carbon County,week 28,196
Carbon County,week 29,196
Carbon County,week 30,196
Carbon County,week 31,196
Carbon County,week 32,196
Carbon County,week 33,196
Carbon County,week 34,196
Carbon County,week 35,196
Carbon County,week 36,196
Carbon County,week 37,196
Carbon County,week 38,203
Carbon County,week 39,203
Carbon County,week 40,203
Carbon County,week 41,214
Carbon County,week 42,224
Carbon County,week 43,32
Centre County,week 1,0
Centre County,week 2,0
Centre County,week 3,0
Centre County,week 4,0
Centre County,week 5,0
Centre County,week 6,0
Centre County,week 7,0
Centre County,week 8,0
Centre County,week 9,0
Centre County,week 10,0
Centre County,week 11,0
Centre County,week 12,0
Centre County,week 13,5
Centre County,week 14,7
Centre County,week 15,7
Centre County,week 16,11
Centre County,week 17,34
Centre County,week 18,39
Centre County,week 19,42
Centre County,week 20,42
Centre County,week 21,42
Centre County,week 22,42
Centre County,week 23,45
Centre County,week 24,52
Centre County,week 25,56
Centre County,week 26,62
Centre County,week 27,63
Centre County,week 28,70
Centre County,week 29,70
Centre County,week 30,75
Centre County,week 31,77
Centre County,week 32,77
Centre County,week 33,77
Centre County,week 34,77
Centre County,week 35,77
Centre County,week 36,77
Centre County,week 37,77
Centre County,week 38,83
Centre County,week 39,103
Centre County,week 40,110
Centre County,week 41,124
Centre County,week 42,149
Centre County,week 43,23
Chester County,week 1,0
Chester County,week 2,0
Chester County,week 3,0
Chester County,week 4,0
Chester County,week 5,0
Chester County,week 6,0
Chester County,week 7,0
Chester County,week 8,0
Chester County,week 9,0
Chester County,week 10,1
Chester County,week 11,18
Chester County,week 12,91
Chester County,week 13,266
Chester County,week 14,533
Chester County,week 15,824
Chester County,week 16,1242
Chester County,week 17,1525
Chester County,week 18,1711
Chester County,week 19,1931
Chester County,week 20,2072
Chester County,week 21,2144
Chester County,week 22,2200
Chester County,week 23,2254
Chester County,week 24,2299
Chester County,week 25,2329
Chester County,week 26,2341
Chester County,week 27,2372
Chester County,week 28,2408
Chester County,week 29,2427
Chester County,week 30,2440
Chester County,week 31,2455
Chester County,week 32,2468
Chester County,week 33,2482
Chester County,week 34,2492
Chester County,week 35,2515
Chester County,week 36,2552
Chester County,week 37,2566
Chester County,week 38,2586
Chester County,week 39,2604
Chester County,week 40,2625
Chester County,week 41,2631
Chester County,week 42,2647
Chester County,week 43,379
Clarion County,week 1,0
Clarion County,week 2,0
Clarion County,week 3,0
Clarion County,week 4,0
Clarion County,week 5,0
Clarion County,week 6,0
Clarion County,week 7,0
Clarion County,week 8,0
Clarion County,week 9,0
Clarion County,week 10,0
Clarion County,week 11,0
Clarion County,week 12,0
Clarion County,week 13,4
Clarion County,week 14,7
Clarion County,week 15,7
Clarion County,week 16,7
Clarion County,week 17,9
Clarion County,week 18,14
Clarion County,week 19,14
Clarion County,week 20,14
Clarion County,week 21,14
Clarion County,week 22,14
Clarion County,week 23,14
Clarion County,week 24,14
Clarion County,week 25,14
Clarion County,week 26,14
Clarion County,week 27,14
Clarion County,week 28,14
Clarion County,week 29,14
Clarion County,week 30,15
Clarion County,week 31,21
Clarion County,week 32,21
Clarion County,week 33,21
Clarion County,week 34,21
Clarion County,week 35,21
Clarion County,week 36,21
Clarion County,week 37,21
Clarion County,week 38,21
Clarion County,week 39,21
Clarion County,week 40,25
Clarion County,week 41,28
Clarion County,week 42,28
Clarion County,week 43,4
Clearfield County,week 1,0
Clearfield County,week 2,0
Clearfield County,week 3,0
Clearfield County,week 4,0
Clearfield County,week 5,0
Clearfield County,week 6,0
Clearfield County,week 7,0
Clearfield County,week 8,0
Clearfield County,week 9,0
Clearfield County,week 10,0
Clearfield County,week 11,0
Clearfield County,week 12,0
Clearfield County,week 13,0
Clearfield County,week 14,0
Clearfield County,week 15,0
Clearfield County,week 16,0
Clearfield County,week 17,0
Clearfield County,week 18,0
Clearfield County,week 19,0
Clearfield County,week 20,0
Clearfield County,week 21,0
Clearfield County,week 22,0
Clearfield County,week 23,0
Clearfield County,week 24,0
Clearfield County,week 25,0
Clearfield County,week 26,0
Clearfield County,week 27,0
Clearfield County,week 28,0
Clearfield County,week 29,1
Clearfield County,week 30,7
Clearfield County,week 31,7
Clearfield County,week 32,7
Clearfield County,week 33,7
Clearfield County,week 34,7
Clearfield County,week 35,11
Clearfield County,week 36,31
Clearfield County,week 37,42
Clearfield County,week 38,49
Clearfield County,week 39,49
Clearfield County,week 40,49
Clearfield County,week 41,49
Clearfield County,week 42,49
Clearfield County,week 43,8
Clinton County,week 1,0
Clinton County,week 2,0
Clinton County,week 3,0
Clinton County,week 4,0
Clinton County,week 5,0
Clinton County,week 6,0
Clinton County,week 7,0
Clinton County,week 8,0
Clinton County,week 9,0
Clinton County,week 10,0
Clinton County,week 11,0
Clinton County,week 12,0
Clinton County,week 13,0
Clinton County,week 14,0
Clinton County,week 15,0
Clinton County,week 16,0
Clinton County,week 17,0
Clinton County,week 18,4
Clinton County,week 19,17
Clinton County,week 20,21
Clinton County,week 21,21
Clinton County,week 22,21
Clinton County,week 23,27
Clinton County,week 24,28
Clinton County,week 25,30
Clinton County,week 26,35
Clinton County,week 27,35
Clinton County,week 28,35
Clinton County,week 29,35
Clinton County,week 30,35
Clinton County,week 31,35
Clinton County,week 32,35
Clinton County,week 33,35
Clinton County,week 34,35
Clinton County,week 35,37
Clinton County,week 36,42
Clinton County,week 37,42
Clinton County,week 38,42
Clinton County,week 39,42
Clinton County,week 40,43
Clinton County,week 41,49
Clinton County,week 42,55
Clinton County,week 43,8
Columbia County,week 1,0
Columbia County,week 2,0
Columbia County,week 3,0
Columbia County,week 4,0
Columbia County,week 5,0
Columbia County,week 6,0
Columbia County,week 7,0
Columbia County,week 8,0
Columbia County,week 9,0
Columbia County,week 10,0
Columbia County,week 11,1
Columbia County,week 12,16
Columbia County,week 13,33
Columbia County,week 14,50
Columbia County,week 15,94
Columbia County,week 16,168
Columbia County,week 17,202
Columbia County,week 18,208
Columbia County,week 19,217
Columbia County,week 20,217
Columbia County,week 21,230
Columbia County,week 22,231
Columbia County,week 23,232
Columbia County,week 24,238
Columbia County,week 25,245
Columbia County,week 26,245
Columbia County,week 27,245
Columbia County,week 28,245
Columbia County,week 29,245
Columbia County,week 30,245
Columbia County,week 31,245
Columbia County,week 32,245
Columbia County,week 33,245
Columbia County,week 34,245
Columbia County,week 35,245
Columbia County,week 36,245
Columbia County,week 37,248
Columbia County,week 38,255
Columbia County,week 39,273
Columbia County,week 40,286
Columbia County,week 41,295
Columbia County,week 42,306
Columbia County,week 43,44
Crawford County,week 1,0
Crawford County,week 2,0
Crawford County,week 3,0
Crawford County,week 4,0
Crawford County,week 5,0
Crawford County,week 6,0
Crawford County,week 7,0
Crawford County,week 8,0
Crawford County,week 9,0
Crawford County,week 10,0
Crawford County,week 11,0
Crawford County,week 12,0
Crawford County,week 13,0
Crawford County,week 14,0
Crawford County,week 15,0
Crawford County,week 16,0
Crawford County,week 17,0
Crawford County,week 18,0
Crawford County,week 19,0
Crawford County,week 20,0
Crawford County,week 21,0
Crawford County,week 22,0
Crawford County,week 23,0
Crawford County,week 24,0
Crawford County,week 25,7
Crawford County,week 26,7
Crawford County,week 27,7
Crawford County,week 28,7
Crawford County,week 29,7
Crawford County,week 30,7
Crawford County,week 31,13
Crawford County,week 32,14
Crawford County,week 33,14
Crawford County,week 34,16
Crawford County,week 35,21
Crawford County,week 36,21
Crawford County,week 37,21
Crawford County,week 38,21
Crawford County,week 39,21
Crawford County,week 40,21
Crawford County,week 41,21
Crawford County,week 42,28
Crawford County,week 43,4
Cumberland County,week 1,0
Cumberland County,week 2,0
Cumberland County,week 3,0
Cumberland County,week 4,0
Cumberland County,week 5,0
Cumberland County,week 6,0
Cumberland County,week 7,0
Cumberland County,week 8,0
Cumberland County,week 9,0
Cumberland County,week 10,4
Cumberland County,week 11,12
Cumberland County,week 12,19
Cumberland County,week 13,30
Cumberland County,week 14,56
Cumberland County,week 15,126
Cumberland County,week 16,220
Cumberland County,week 17,278
Cumberland County,week 18,313
Cumberland County,week 19,344
Cumberland County,week 20,392
Cumberland County,week 21,413
Cumberland County,week 22,427
Cumberland County,week 23,440
Cumberland County,week 24,448
Cumberland County,week 25,460
Cumberland County,week 26,475
Cumberland County,week 27,488
Cumberland County,week 28,490
Cumberland County,week 29,496
Cumberland County,week 30,497
Cumberland County,week 31,499
Cumberland County,week 32,504
Cumberland County,week 33,506
Cumberland County,week 34,511
Cumberland County,week 35,522
Cumberland County,week 36,538
Cumberland County,week 37,539
Cumberland County,week 38,539
Cumberland County,week 39,544
Cumberland County,week 40,550
Cumberland County,week 41,563
Cumberland County,week 42,575
Cumberland County,week 43,85
Dauphin County,week 1,0
Dauphin County,week 2,0
Dauphin County,week 3,0
Dauphin County,week 4,0
Dauphin County,week 5,0
Dauphin County,week 6,0
Dauphin County,week 7,0
Dauphin County,week 8,0
Dauphin County,week 9,0
Dauphin County,week 10,1
Dauphin County,week 11,7
Dauphin County,week 12,22
Dauphin County,week 13,55
Dauphin County,week 14,123
Dauphin County,week 15,181
Dauphin County,week 16,244
Dauphin County,week 17,295
Dauphin County,week 18,411
Dauphin County,week 19,505
Dauphin County,week 20,628
Dauphin County,week 21,741
Dauphin County,week 22,827
Dauphin County,week 23,920
Dauphin County,week 24,973
Dauphin County,week 25,1036
Dauphin County,week 26,1050
Dauphin County,week 27,1067
Dauphin County,week 28,1086
Dauphin County,week 29,1108
Dauphin County,week 30,1120
Dauphin County,week 31,1127
Dauphin County,week 32,1137
Dauphin County,week 33,1157
Dauphin County,week 34,1178
Dauphin County,week 35,1209
Dauphin County,week 36,1263
Dauphin County,week 37,1272
Dauphin County,week 38,1280
Dauphin County,week 39,1299
Dauphin County,week 40,1347
Dauphin County,week 41,1371
Dauphin County,week 42,1377
Dauphin County,week 43,198
Delaware County,week 1,0
Delaware County,week 2,0
Delaware County,week 3,0
Delaware County,week 4,0
Delaware County,week 5,0
Delaware County,week 6,0
Delaware County,week 7,0
Delaware County,week 8,0
Delaware County,week 9,0
Delaware County,week 10,21
Delaware County,week 11,87
Delaware County,week 12,241
Delaware County,week 13,575
Delaware County,week 14,951
Delaware County,week 15,1785
Delaware County,week 16,2677
Delaware County,week 17,3050
Delaware County,week 18,3509
Delaware County,week 19,3867
Delaware County,week 20,4143
Delaware County,week 21,4294
Delaware County,week 22,4436
Delaware County,week 23,4556
Delaware County,week 24,4609
Delaware County,week 25,4666
Delaware County,week 26,4709
Delaware County,week 27,4754
Delaware County,week 28,4806
Delaware County,week 29,4881
Delaware County,week 30,4977
Delaware County,week 31,5030
Delaware County,week 32,5064
Delaware County,week 33,5096
Delaware County,week 34,5174
Delaware County,week 35,5240
Delaware County,week 36,5288
Delaware County,week 37,5301
Delaware County,week 38,5312
Delaware County,week 39,5349
Delaware County,week 40,5376
Delaware County,week 41,5393
Delaware County,week 42,5416
Delaware County,week 43,779
Elk County,week 1,0
Elk County,week 2,0
Elk County,week 3,0
Elk County,week 4,0
Elk County,week 5,0
Elk County,week 6,0
Elk County,week 7,0
Elk County,week 8,0
Elk County,week 9,0
Elk County,week 10,0
Elk County,week 11,0
Elk County,week 12,0
Elk County,week 13,0
Elk County,week 14,0
Elk County,week 15,0
Elk County,week 16,0
Elk County,week 17,0
Elk County,week 18,0
Elk County,week 19,0
Elk County,week 20,0
Elk County,week 21,0
Elk County,week 22,0
Elk County,week 23,0
Elk County,week 24,0
Elk County,week 25,0
Elk County,week 26,9
Elk County,week 27,14
Elk County,week 28,14
Elk County,week 29,14
Elk County,week 30,14
Elk County,week 31,14
Elk County,week 32,14
Elk County,week 33,14
Elk County,week 34,14
Elk County,week 35,14
Elk County,week 36,14
Elk County,week 37,14
Elk County,week 38,14
Elk County,week 39,14
Elk County,week 40,14
Elk County,week 41,14
Elk County,week 42,14
Elk County,week 43,2
Erie County,week 1,0
Erie County,week 2,0
Erie County,week 3,0
Erie County,week 4,0
Erie County,week 5,0
Erie County,week 6,0
Erie County,week 7,0
Erie County,week 8,0
Erie County,week 9,0
Erie County,week 10,0
Erie County,week 11,0
Erie County,week 12,0
Erie County,week 13,0
Erie County,week 14,2
Erie County,week 15,14
Erie County,week 16,14
Erie County,week 17,22
Erie County,week 18,28
Erie County,week 19,28
Erie County,week 20,38
Erie County,week 21,51
Erie County,week 22,63
Erie County,week 23,70
Erie County,week 24,84
Erie County,week 25,88
Erie County,week 26,91
Erie County,week 27,101
Erie County,week 28,111
Erie County,week 29,129
Erie County,week 30,180
Erie County,week 31,201
Erie County,week 32,223
Erie County,week 33,250
Erie County,week 34,258
Erie County,week 35,260
Erie County,week 36,266
Erie County,week 37,271
Erie County,week 38,273
Erie County,week 39,273
Erie County,week 40,280
Erie County,week 41,280
Erie County,week 42,286
Erie County,week 43,43
Fayette County,week 1,0
Fayette County,week 2,0
Fayette County,week 3,0
Fayette County,week 4,0
Fayette County,week 5,0
Fayette County,week 6,0
Fayette County,week 7,0
Fayette County,week 8,0
Fayette County,week 9,0
Fayette County,week 10,0
Fayette County,week 11,7
Fayette County,week 12,15
Fayette County,week 13,21
Fayette County,week 14,26
Fayette County,week 15,28
Fayette County,week 16,28
Fayette County,week 17,28
Fayette County,week 18,28
Fayette County,week 19,28
Fayette County,week 20,28
Fayette County,week 21,28
Fayette County,week 22,28
Fayette County,week 23,28
Fayette County,week 24,28
Fayette County,week 25,28
Fayette County,week 26,28
Fayette County,week 27,28
Fayette County,week 28,28
Fayette County,week 29,35
Fayette County,week 30,42
Fayette County,week 31,42
Fayette County,week 32,42
Fayette County,week 33,42
Fayette County,week 34,49
Fayette County,week 35,49
Fayette County,week 36,49
Fayette County,week 37,50
Fayette County,week 38,59
Fayette County,week 39,72
Fayette County,week 40,95
Fayette County,week 41,105
Fayette County,week 42,105
Fayette County,week 43,15
Forest County,week 1,0
Forest County,week 2,0
Forest County,week 3,0
Forest County,week 4,0
Forest County,week 5,0
Forest County,week 6,0
Forest County,week 7,0
Forest County,week 8,0
Forest County,week 9,0
Forest County,week 10,0
Forest County,week 11,0
Forest County,week 12,0
Forest County,week 13,0
Forest County,week 14,0
Forest County,week 15,0
Forest County,week 16,0
Forest County,week 17,0
Forest County,week 18,0
Forest County,week 19,0
Forest County,week 20,0
Forest County,week 21,0
Forest County,week 22,0
Forest County,week 23,0
Forest County,week 24,0
Forest County,week 25,0
Forest County,week 26,0
Forest County,week 27,0
Forest County,week 28,0
Forest County,week 29,0
Forest County,week 30,0
Forest County,week 31,0
Forest County,week 32,0
Forest County,week 33,0
Forest County,week 34,0
Forest County,week 35,0
Forest County,week 36,0
Forest County,week 37,0
Forest County,week 38,7
Forest County,week 39,7
Forest County,week 40,7
Forest County,week 41,7
Forest County,week 42,7
Forest County,week 43,1
Franklin County,week 1,0
Franklin County,week 2,0
Franklin County,week 3,0
Franklin County,week 4,0
Franklin County,week 5,0
Franklin County,week 6,0
